agedays,param,sd.median
6368,HEIGHTCM,0.044833891
6369,HEIGHTCM,0.044724964
6370,HEIGHTCM,0.044612799
6371,HEIGHTCM,0.044506956
6372,HEIGHTCM,0.044394642
6373,HEIGHTCM,0.044285487
6374,HEIGHTCM,0.044176284
6375,HEIGHTCM,0.044063736
6376,HEIGHTCM,0.043957718
6377,HEIGHTCM,0.043848354
6378,HEIGHTCM,0.043738943
6379,HEIGHTCM,0.042881172
6380,HEIGHTCM,0.04276675
6381,HEIGHTCM,0.042652283
6382,HEIGHTCM,0.042537771
6383,HEIGHTCM,0.042423211
6384,HEIGHTCM,0.04230579
6385,HEIGHTCM,0.042191118
6386,HEIGHTCM,0.042076405
6387,HEIGHTCM,0.041961644
6388,HEIGHTCM,0.041846838
6389,HEIGHTCM,0.041731987
6390,HEIGHTCM,0.041617092
6391,HEIGHTCM,0.041505098
6392,HEIGHTCM,0.041390128
6393,HEIGHTCM,0.041275118
6394,HEIGHTCM,0.041163068
6395,HEIGHTCM,0.041044954
6396,HEIGHTCM,0.040929805
6397,HEIGHTCM,0.040814616
6398,HEIGHTCM,0.040699378
6399,HEIGHTCM,0.040584095
6400,HEIGHTCM,0.040468767
6401,HEIGHTCM,0.040353395
6402,HEIGHTCM,0.040237978
6403,HEIGHTCM,0.040122516
6404,HEIGHTCM,0.04000701
6405,HEIGHTCM,0.039888248
6406,HEIGHTCM,0.039772633
6407,HEIGHTCM,0.039660227
6408,HEIGHTCM,0.039544545
6409,HEIGHTCM,0.039428819
6410,HEIGHTCM,0.03930974
6411,HEIGHTCM,0.039197229
6412,HEIGHTCM,0.039078027
6413,HEIGHTCM,0.038965467
6414,HEIGHTCM,0.038849521
6415,HEIGHTCM,0.03873013
6416,HEIGHTCM,0.038614076
6417,HEIGHTCM,0.038497981
6418,HEIGHTCM,0.038381837
6419,HEIGHTCM,0.038262185
6420,HEIGHTCM,0.038145941
6421,HEIGHTCM,0.038033154
6422,HEIGHTCM,0.037913315
6423,HEIGHTCM,0.037796941
6424,HEIGHTCM,0.037680518
6425,HEIGHTCM,0.037567634
6426,HEIGHTCM,0.037451148
6427,HEIGHTCM,0.037334617
6428,HEIGHTCM,0.037218042
6429,HEIGHTCM,0.037101425
6430,HEIGHTCM,0.036988437
6431,HEIGHTCM,0.03687175
6432,HEIGHTCM,0.036755022
6433,HEIGHTCM,0.036638252
6434,HEIGHTCM,0.036521439
6435,HEIGHTCM,0.036404584
6436,HEIGHTCM,0.036287684
6437,HEIGHTCM,0.036170743
6438,HEIGHTCM,0.036053758
6439,HEIGHTCM,0.035932899
6440,HEIGHTCM,0.035815813
6441,HEIGHTCM,0.035702556
6442,HEIGHTCM,0.035585403
6443,HEIGHTCM,0.035464302
6444,HEIGHTCM,0.035350971
6445,HEIGHTCM,0.035233691
6446,HEIGHTCM,0.035116371
6447,HEIGHTCM,0.034999005
6448,HEIGHTCM,0.034881603
6449,HEIGHTCM,0.034764156
6450,HEIGHTCM,0.034646668
6451,HEIGHTCM,0.034529138
6452,HEIGHTCM,0.034411564
6453,HEIGHTCM,0.034293953
6454,HEIGHTCM,0.034176297
6455,HEIGHTCM,0.034058604
6456,HEIGHTCM,0.033945005
6457,HEIGHTCM,0.033827242
6458,HEIGHTCM,0.03370944
6459,HEIGHTCM,0.033591598
6460,HEIGHTCM,0.033477925
6461,HEIGHTCM,0.033360016
6462,HEIGHTCM,0.033242069
6463,HEIGHTCM,0.033119816
6464,HEIGHTCM,0.033001766
6465,HEIGHTCM,0.032883678
6466,HEIGHTCM,0.032765549
6467,HEIGHTCM,0.03264305
6468,HEIGHTCM,0.032524824
6469,HEIGHTCM,0.032406557
6470,HEIGHTCM,0.03228825
6471,HEIGHTCM,0.032169901
6472,HEIGHTCM,0.032051511
6473,HEIGHTCM,0.031933084
6474,HEIGHTCM,0.031814616
6475,HEIGHTCM,0.031696107
6476,HEIGHTCM,0.031577557
6477,HEIGHTCM,0.03145897
6478,HEIGHTCM,0.031340342
6479,HEIGHTCM,0.031221677
6480,HEIGHTCM,0.03110297
6481,HEIGHTCM,0.030984223
6482,HEIGHTCM,0.030865438
6483,HEIGHTCM,0.030746613
6484,HEIGHTCM,0.030627748
6485,HEIGHTCM,0.030513477
6486,HEIGHTCM,0.03039455
6487,HEIGHTCM,0.030275585
6488,HEIGHTCM,0.030156581
6489,HEIGHTCM,0.030037539
6490,HEIGHTCM,0.029918456
6491,HEIGHTCM,0.029794609
6492,HEIGHTCM,0.029675433
6493,HEIGHTCM,0.02955622
6494,HEIGHTCM,0.029436968
6495,HEIGHTCM,0.029317679
6496,HEIGHTCM,0.02919835
6497,HEIGHTCM,0.029078985
6498,HEIGHTCM,0.02895958
6499,HEIGHTCM,0.028840138
6500,HEIGHTCM,0.028720658
6501,HEIGHTCM,0.027557487
6502,HEIGHTCM,0.027438572
6503,HEIGHTCM,0.02731234
6504,HEIGHTCM,0.027193395
6505,HEIGHTCM,0.027070772
6506,HEIGHTCM,0.026948124
6507,HEIGHTCM,0.02682176
6508,HEIGHTCM,0.026699057
6509,HEIGHTCM,0.026576329
6510,HEIGHTCM,0.0264573
6511,HEIGHTCM,0.026330806
6512,HEIGHTCM,0.02621175
6513,HEIGHTCM,0.02608519
6514,HEIGHTCM,0.025962349
6515,HEIGHTCM,0.025839485
6516,HEIGHTCM,0.025716597
6517,HEIGHTCM,0.025593689
6518,HEIGHTCM,0.025470756
6519,HEIGHTCM,0.025347803
6520,HEIGHTCM,0.025224825
6521,HEIGHTCM,0.025101827
6522,HEIGHTCM,0.024978807
6523,HEIGHTCM,0.024855765
6524,HEIGHTCM,0.024736548
6525,HEIGHTCM,0.024613472
6526,HEIGHTCM,0.024490373
6527,HEIGHTCM,0.024367252
6528,HEIGHTCM,0.024244111
6529,HEIGHTCM,0.024120949
6530,HEIGHTCM,0.024001667
6531,HEIGHTCM,0.023878472
6532,HEIGHTCM,0.023751335
6533,HEIGHTCM,0.023628088
6534,HEIGHTCM,0.023504822
6535,HEIGHTCM,0.023377595
6536,HEIGHTCM,0.023254279
6537,HEIGHTCM,0.023130942
6538,HEIGHTCM,0.023007585
6539,HEIGHTCM,0.022884209
6540,HEIGHTCM,0.02276081
6541,HEIGHTCM,0.022637393
6542,HEIGHTCM,0.02250997
6543,HEIGHTCM,0.022390502
6544,HEIGHTCM,0.022267025
6545,HEIGHTCM,0.02214353
6546,HEIGHTCM,0.022020014
6547,HEIGHTCM,0.021896482
6548,HEIGHTCM,0.021776967
6549,HEIGHTCM,0.021653401
6550,HEIGHTCM,0.021529818
6551,HEIGHTCM,0.021406215
6552,HEIGHTCM,0.021282593
6553,HEIGHTCM,0.021158954
6554,HEIGHTCM,0.021035295
6555,HEIGHTCM,0.020911617
6556,HEIGHTCM,0.020787923
6557,HEIGHTCM,0.020664209
6558,HEIGHTCM,0.020536369
6559,HEIGHTCM,0.020412613
6560,HEIGHTCM,0.020288838
6561,HEIGHTCM,0.020165047
6562,HEIGHTCM,0.020045374
6563,HEIGHTCM,0.019917412
6564,HEIGHTCM,0.019793568
6565,HEIGHTCM,0.019669708
6566,HEIGHTCM,0.019545829
6567,HEIGHTCM,0.019421935
6568,HEIGHTCM,0.019298023
6569,HEIGHTCM,0.019174093
6570,HEIGHTCM,0.019050149
6571,HEIGHTCM,0.018926188
6572,HEIGHTCM,0.018802211
6573,HEIGHTCM,0.018674018
6574,HEIGHTCM,0.018550003
6575,HEIGHTCM,0.018425971
6576,HEIGHTCM,0.018301923
6577,HEIGHTCM,0.018177859
6578,HEIGHTCM,0.018053781
6579,HEIGHTCM,0.017929688
6580,HEIGHTCM,0.017805578
6581,HEIGHTCM,0.017681453
6582,HEIGHTCM,0.017557314
6583,HEIGHTCM,0.017433159
6584,HEIGHTCM,0.017313246
6585,HEIGHTCM,0.017189067
6586,HEIGHTCM,0.017060606
6587,HEIGHTCM,0.016936393
6588,HEIGHTCM,0.016807895
6589,HEIGHTCM,0.016683649
6590,HEIGHTCM,0.016559388
6591,HEIGHTCM,0.016435115
6592,HEIGHTCM,0.016310826
6593,HEIGHTCM,0.016190818
6594,HEIGHTCM,0.016062209
6595,HEIGHTCM,0.015942182
6596,HEIGHTCM,0.015813539
6597,HEIGHTCM,0.015689185
6598,HEIGHTCM,0.015564817
6599,HEIGHTCM,0.015440437
6600,HEIGHTCM,0.015316043
6601,HEIGHTCM,0.015191638
6602,HEIGHTCM,0.01506722
6603,HEIGHTCM,0.014942789
6604,HEIGHTCM,0.014818347
6605,HEIGHTCM,0.014689559
6606,HEIGHTCM,0.014569426
6607,HEIGHTCM,0.014444947
6608,HEIGHTCM,0.014320458
6609,HEIGHTCM,0.014195956
6610,HEIGHTCM,0.014067095
6611,HEIGHTCM,0.013942569
6612,HEIGHTCM,0.013818031
6613,HEIGHTCM,0.013693483
6614,HEIGHTCM,0.013568924
6615,HEIGHTCM,0.013444354
6616,HEIGHTCM,0.01332414
6617,HEIGHTCM,0.013199552
6618,HEIGHTCM,0.013074954
6619,HEIGHTCM,0.012950346
6620,HEIGHTCM,0.012825728
6621,HEIGHTCM,0.012705486
6622,HEIGHTCM,0.011803057
6623,HEIGHTCM,0.011679283
6624,HEIGHTCM,0.011555521
6625,HEIGHTCM,0.01143177
6626,HEIGHTCM,0.011308032
6627,HEIGHTCM,0.011184305
6628,HEIGHTCM,0.011060591
6629,HEIGHTCM,0.010936888
6630,HEIGHTCM,0.010815052
6631,HEIGHTCM,0.010689519
6632,HEIGHTCM,0.010565854
6633,HEIGHTCM,0.010442201
6634,HEIGHTCM,0.010318561
6635,HEIGHTCM,0.010193128
6636,HEIGHTCM,0.010069522
6637,HEIGHTCM,0.0099459281
6638,HEIGHTCM,0.0098223481
6639,HEIGHTCM,0.0096970182
6640,HEIGHTCM,0.0095734727
6641,HEIGHTCM,0.0094499411
6642,HEIGHTCM,0.0093264235
6643,HEIGHTCM,0.009202919
6644,HEIGHTCM,0.0090794284
6645,HEIGHTCM,0.0089542493
6646,HEIGHTCM,0.008830796
6647,HEIGHTCM,0.0087056812
6648,HEIGHTCM,0.0085822642
6649,HEIGHTCM,0.0084605208
6650,HEIGHTCM,0.0083371243
6651,HEIGHTCM,0.0082121026
6652,HEIGHTCM,0.0080903759
6653,HEIGHTCM,0.0079670241
6654,HEIGHTCM,0.0078453105
6655,HEIGHTCM,0.0077219801
6656,HEIGHTCM,0.0076002795
6657,HEIGHTCM,0.0074753645
6658,HEIGHTCM,0.007353676
6659,HEIGHTCM,0.0072303978
6660,HEIGHTCM,0.0071071349
6661,HEIGHTCM,0.0069838874
6662,HEIGHTCM,0.0068606562
6663,HEIGHTCM,0.0067374404
6664,HEIGHTCM,0.0066142408
6665,HEIGHTCM,0.0064895274
6666,HEIGHTCM,0.0063678902
6667,HEIGHTCM,0.0062447395
6668,HEIGHTCM,0.0061216052
6669,HEIGHTCM,0.0059984871
6670,HEIGHTCM,0.0058768773
6671,HEIGHTCM,0.005753783
6672,HEIGHTCM,0.005629234
6673,HEIGHTCM,0.0055061835
6674,HEIGHTCM,0.0053831502
6675,HEIGHTCM,0.0052601337
6676,HEIGHTCM,0.0051371348
6677,HEIGHTCM,0.0050141532
6678,HEIGHTCM,0.0048911893
6679,HEIGHTCM,0.0047668531
6680,HEIGHTCM,0.0046453145
6681,HEIGHTCM,0.0045224037
6682,HEIGHTCM,0.004399511
6683,HEIGHTCM,0.0042766365
6684,HEIGHTCM,0.0041537797
6685,HEIGHTCM,0.004030942
6686,HEIGHTCM,0.003908122
6687,HEIGHTCM,0.003785321
6688,HEIGHTCM,0.0036625385
6689,HEIGHTCM,0.0035384914
6690,HEIGHTCM,0.0034157576
6691,HEIGHTCM,0.0032930428
6692,HEIGHTCM,0.0031703471
6693,HEIGHTCM,0.0030489096
6694,HEIGHTCM,0.0029262414
6695,HEIGHTCM,0.0028035925
6696,HEIGHTCM,0.0026809634
6697,HEIGHTCM,0.0025571603
6698,HEIGHTCM,0.0024345822
6699,HEIGHTCM,0.0023120239
6700,HEIGHTCM,0.0021894856
6701,HEIGHTCM,0.0020669675
6702,HEIGHTCM,0.0019456052
6703,HEIGHTCM,0.0018231161
6704,HEIGHTCM,0.0017006475
6705,HEIGHTCM,0.0015781994
6706,HEIGHTCM,0.0014557722
6707,HEIGHTCM,0.0013333658
6708,HEIGHTCM,0.0012109802
6709,HEIGHTCM,0.0010886159
6710,HEIGHTCM,0.00096627261
6711,HEIGHTCM,0.00084395072
6712,HEIGHTCM,0.0007216502
6713,HEIGHTCM,0.00059937127
6714,HEIGHTCM,0.00047711399
6715,HEIGHTCM,0.00035487855
6716,HEIGHTCM,0.00023266498
6717,HEIGHTCM,0.00011047347
6718,HEIGHTCM,-1.1695882e-05
6719,HEIGHTCM,-0.00013384294
6720,HEIGHTCM,-0.00025596758
6721,HEIGHTCM,-0.00037806967
6722,HEIGHTCM,-0.00049925235
6723,HEIGHTCM,-0.00062132213
6724,HEIGHTCM,-0.00074336911
6725,HEIGHTCM,-0.00086539309
6726,HEIGHTCM,-0.0009873939
6727,HEIGHTCM,-0.0011093715
6728,HEIGHTCM,-0.0012313257
6729,HEIGHTCM,-0.0013532564
6730,HEIGHTCM,-0.0014751634
6731,HEIGHTCM,-0.0015970466
6732,HEIGHTCM,-0.0017189059
6733,HEIGHTCM,-0.0018407411
6734,HEIGHTCM,-0.0019625521
6735,HEIGHTCM,-0.0020836089
6736,HEIGHTCM,-0.0022061011
6737,HEIGHTCM,-0.0023271372
6738,HEIGHTCM,-0.0024495516
6739,HEIGHTCM,-0.0025712394
6740,HEIGHTCM,-0.0026929025
6741,HEIGHTCM,-0.0028145399
6742,HEIGHTCM,-0.0029361525
6743,HEIGHTCM,-0.0028202462
6744,HEIGHTCM,-0.0029394822
6745,HEIGHTCM,-0.0030561779
6746,HEIGHTCM,-0.0031702693
6747,HEIGHTCM,-0.0032868586
6748,HEIGHTCM,-0.0034034054
6749,HEIGHTCM,-0.0035199097
6750,HEIGHTCM,-0.0036390191
6751,HEIGHTCM,-0.0037554596
6752,HEIGHTCM,-0.0038718574
6753,HEIGHTCM,-0.0039882124
6754,HEIGHTCM,-0.004107248
6755,HEIGHTCM,-0.004220794
6756,HEIGHTCM,-0.0043370202
6757,HEIGHTCM,-0.0044532041
6758,HEIGHTCM,-0.0045693447
6759,HEIGHTCM,-0.0046854429
6760,HEIGHTCM,-0.0047986354
6761,HEIGHTCM,-0.0049175094
6762,HEIGHTCM,-0.0050305733
6763,HEIGHTCM,-0.0051494041
6764,HEIGHTCM,-0.0052652867
6765,HEIGHTCM,-0.005381126
6766,HEIGHTCM,-0.0054969224
6767,HEIGHTCM,-0.0056126756
6768,HEIGHTCM,-0.0057283854
6769,HEIGHTCM,-0.0058440524
6770,HEIGHTCM,-0.0059596756
6771,HEIGHTCM,-0.006075256
6772,HEIGHTCM,-0.0061876732
6773,HEIGHTCM,-0.006306286
6774,HEIGHTCM,-0.006421736
6775,HEIGHTCM,-0.0065371427
6776,HEIGHTCM,-0.0066525061
6777,HEIGHTCM,-0.0067678257
6778,HEIGHTCM,-0.0068863407
6779,HEIGHTCM,-0.0069983345
6780,HEIGHTCM,-0.0071135238
6781,HEIGHTCM,-0.0072286697
6782,HEIGHTCM,-0.0073437714
6783,HEIGHTCM,-0.0074554752
6784,HEIGHTCM,-0.0075704684
6785,HEIGHTCM,-0.0076854182
6786,HEIGHTCM,-0.0078003239
6787,HEIGHTCM,-0.0079151867
6788,HEIGHTCM,-0.0080300048
6789,HEIGHTCM,-0.0081447791
6790,HEIGHTCM,-0.0082595106
6791,HEIGHTCM,-0.008370663
6792,HEIGHTCM,-0.0084852846
6793,HEIGHTCM,-0.0085998625
6794,HEIGHTCM,-0.0087143965
6795,HEIGHTCM,-0.0088288868
6796,HEIGHTCM,-0.0089469748
6797,HEIGHTCM,-0.009061398
6798,HEIGHTCM,-0.0091720931
6799,HEIGHTCM,-0.0092864074
6800,HEIGHTCM,-0.0094006779
6801,HEIGHTCM,-0.0095111476
6802,HEIGHTCM,-0.0096290866
6803,HEIGHTCM,-0.0097432248
6804,HEIGHTCM,-0.0098573184
6805,HEIGHTCM,-0.0099713681
6806,HEIGHTCM,-0.010085374
6807,HEIGHTCM,-0.010199335
6808,HEIGHTCM,-0.010313253
6809,HEIGHTCM,-0.010427127
6810,HEIGHTCM,-0.010540955
6811,HEIGHTCM,-0.01065474
6812,HEIGHTCM,-0.01076848
6813,HEIGHTCM,-0.010882176
6814,HEIGHTCM,-0.010991793
6815,HEIGHTCM,-0.011105379
6816,HEIGHTCM,-0.01121892
6817,HEIGHTCM,-0.011328311
6818,HEIGHTCM,-0.01144587
6819,HEIGHTCM,-0.011559277
6820,HEIGHTCM,-0.01167264
6821,HEIGHTCM,-0.011790143
6822,HEIGHTCM,-0.011903439
6823,HEIGHTCM,-0.01201669
6824,HEIGHTCM,-0.012129896
6825,HEIGHTCM,-0.012238787
6826,HEIGHTCM,-0.012356175
6827,HEIGHTCM,-0.012464933
6828,HEIGHTCM,-0.01257794
6829,HEIGHTCM,-0.0126909
6830,HEIGHTCM,-0.012803816
6831,HEIGHTCM,-0.012916688
6832,HEIGHTCM,-0.013033935
6833,HEIGHTCM,-0.013146739
6834,HEIGHTCM,-0.013259497
6835,HEIGHTCM,-0.013376688
6836,HEIGHTCM,-0.013489377
6837,HEIGHTCM,-0.013602022
6838,HEIGHTCM,-0.013714621
6839,HEIGHTCM,-0.013827176
6840,HEIGHTCM,-0.013939685
6841,HEIGHTCM,-0.014052149
6842,HEIGHTCM,-0.014164568
6843,HEIGHTCM,-0.014276941
6844,HEIGHTCM,-0.014389269
6845,HEIGHTCM,-0.014501552
6846,HEIGHTCM,-0.01461379
6847,HEIGHTCM,-0.014730713
6848,HEIGHTCM,-0.014842882
6849,HEIGHTCM,-0.014955005
6850,HEIGHTCM,-0.015067082
6851,HEIGHTCM,-0.015179113
6852,HEIGHTCM,-0.015291099
6853,HEIGHTCM,-0.015403041
6854,HEIGHTCM,-0.015510048
6855,HEIGHTCM,-0.015621874
6856,HEIGHTCM,-0.015733656
6857,HEIGHTCM,-0.01584539
6858,HEIGHTCM,-0.01595708
6859,HEIGHTCM,-0.016068723
6860,HEIGHTCM,-0.01618032
6861,HEIGHTCM,-0.01629187
6862,HEIGHTCM,-0.016403375
6863,HEIGHTCM,-0.016514834
6864,HEIGHTCM,-0.015153513
6865,HEIGHTCM,-0.015259204
6866,HEIGHTCM,-0.015371686
6867,HEIGHTCM,-0.0154773
6868,HEIGHTCM,-0.015582863
6869,HEIGHTCM,-0.015688377
6870,HEIGHTCM,-0.015793841
6871,HEIGHTCM,-0.015899258
6872,HEIGHTCM,-0.016004624
6873,HEIGHTCM,-0.01610994
6874,HEIGHTCM,-0.016215207
6875,HEIGHTCM,-0.016320424
6876,HEIGHTCM,-0.01643265
6877,HEIGHTCM,-0.016537793
6878,HEIGHTCM,-0.016642883
6879,HEIGHTCM,-0.016747925
6880,HEIGHTCM,-0.016852919
6881,HEIGHTCM,-0.016950695
6882,HEIGHTCM,-0.017062757
6883,HEIGHTCM,-0.01716039
6884,HEIGHTCM,-0.017265165
6885,HEIGHTCM,-0.017369891
6886,HEIGHTCM,-0.017474566
6887,HEIGHTCM,-0.017579192
6888,HEIGHTCM,-0.017683771
6889,HEIGHTCM,-0.0177883
6890,HEIGHTCM,-0.017885409
6891,HEIGHTCM,-0.01798982
6892,HEIGHTCM,-0.01809418
6893,HEIGHTCM,-0.018205928
6894,HEIGHTCM,-0.018310212
6895,HEIGHTCM,-0.018414447
6896,HEIGHTCM,-0.018518634
6897,HEIGHTCM,-0.018622773
6898,HEIGHTCM,-0.018726863
6899,HEIGHTCM,-0.018830905
6900,HEIGHTCM,-0.018934896
6901,HEIGHTCM,-0.019038841
6902,HEIGHTCM,-0.019142736
6903,HEIGHTCM,-0.019246582
6904,HEIGHTCM,-0.019350382
6905,HEIGHTCM,-0.019454131
6906,HEIGHTCM,-0.019550115
6907,HEIGHTCM,-0.019653747
6908,HEIGHTCM,-0.01975733
6909,HEIGHTCM,-0.019860866
6910,HEIGHTCM,-0.019964352
6911,HEIGHTCM,-0.020067791
6912,HEIGHTCM,-0.020171182
6913,HEIGHTCM,-0.020266652
6914,HEIGHTCM,-0.02037782
6915,HEIGHTCM,-0.020473152
6916,HEIGHTCM,-0.02057633
6917,HEIGHTCM,-0.020679459
6918,HEIGHTCM,-0.020782541
6919,HEIGHTCM,-0.020893576
6920,HEIGHTCM,-0.020996584
6921,HEIGHTCM,-0.021099543
6922,HEIGHTCM,-0.021194393
6923,HEIGHTCM,-0.021297235
6924,HEIGHTCM,-0.021400033
6925,HEIGHTCM,-0.02150278
6926,HEIGHTCM,-0.02161363
6927,HEIGHTCM,-0.021708136
6928,HEIGHTCM,-0.021810742
6929,HEIGHTCM,-0.021913301
6930,HEIGHTCM,-0.022015814
6931,HEIGHTCM,-0.022118278
6932,HEIGHTCM,-0.022220695
6933,HEIGHTCM,-0.022323066
6934,HEIGHTCM,-0.022425391
6935,HEIGHTCM,-0.022527667
6936,HEIGHTCM,-0.022629896
6937,HEIGHTCM,-0.022723697
6938,HEIGHTCM,-0.022825813
6939,HEIGHTCM,-0.02292788
6940,HEIGHTCM,-0.023029903
6941,HEIGHTCM,-0.023131877
6942,HEIGHTCM,-0.023233807
6943,HEIGHTCM,-0.023335688
6944,HEIGHTCM,-0.023437524
6945,HEIGHTCM,-0.023539312
6946,HEIGHTCM,-0.023641055
6947,HEIGHTCM,-0.023742752
6948,HEIGHTCM,-0.023835791
6949,HEIGHTCM,-0.023937376
6950,HEIGHTCM,-0.024038913
6951,HEIGHTCM,-0.024140405
6952,HEIGHTCM,-0.024241852
6953,HEIGHTCM,-0.02434325
6954,HEIGHTCM,-0.024453336
6955,HEIGHTCM,-0.024554664
6956,HEIGHTCM,-0.024647174
6957,HEIGHTCM,-0.024757184
6958,HEIGHTCM,-0.024858376
6959,HEIGHTCM,-0.024959521
6960,HEIGHTCM,-0.025051769
6961,HEIGHTCM,-0.025152802
6962,HEIGHTCM,-0.025253791
6963,HEIGHTCM,-0.025354736
6964,HEIGHTCM,-0.025455635
6965,HEIGHTCM,-0.025556488
6966,HEIGHTCM,-0.025657296
6967,HEIGHTCM,-0.025767053
6968,HEIGHTCM,-0.02586779
6969,HEIGHTCM,-0.025968483
6970,HEIGHTCM,-0.026069133
6971,HEIGHTCM,-0.026169736
6972,HEIGHTCM,-0.026270295
6973,HEIGHTCM,-0.026379917
6974,HEIGHTCM,-0.026480407
6975,HEIGHTCM,-0.02658085
6976,HEIGHTCM,-0.02668125
6977,HEIGHTCM,-0.026781606
6978,HEIGHTCM,-0.026881916
6979,HEIGHTCM,-0.026982183
6980,HEIGHTCM,-0.027082406
6981,HEIGHTCM,-0.027182583
6982,HEIGHTCM,-0.027282717
6983,HEIGHTCM,-0.027382808
6984,HEIGHTCM,-0.027482852
6985,HEIGHTCM,-0.025349012
6986,HEIGHTCM,-0.025436338
6987,HEIGHTCM,-0.025541348
6988,HEIGHTCM,-0.025628574
6989,HEIGHTCM,-0.02572464
6990,HEIGHTCM,-0.025820673
6991,HEIGHTCM,-0.02591667
6992,HEIGHTCM,-0.026012629
6993,HEIGHTCM,-0.026108557
6994,HEIGHTCM,-0.02620445
6995,HEIGHTCM,-0.026300307
6996,HEIGHTCM,-0.02640513
6997,HEIGHTCM,-0.026500933
6998,HEIGHTCM,-0.026596701
6999,HEIGHTCM,-0.026692433
7000,HEIGHTCM,-0.026788132
7001,HEIGHTCM,-0.026883798
7002,HEIGHTCM,-0.026988516
7003,HEIGHTCM,-0.027084125
7004,HEIGHTCM,-0.027179701
7005,HEIGHTCM,-0.027275244
7006,HEIGHTCM,-0.027370753
7007,HEIGHTCM,-0.027466226
7008,HEIGHTCM,-0.027561666
7009,HEIGHTCM,-0.027657073
7010,HEIGHTCM,-0.027752446
7011,HEIGHTCM,-0.027847784
7012,HEIGHTCM,-0.02794309
7013,HEIGHTCM,-0.02803836
7014,HEIGHTCM,-0.028133599
7015,HEIGHTCM,-0.028228803
7016,HEIGHTCM,-0.028323974
7017,HEIGHTCM,-0.028419111
7018,HEIGHTCM,-0.028514216
7019,HEIGHTCM,-0.028609287
7020,HEIGHTCM,-0.028704325
7021,HEIGHTCM,-0.028799329
7022,HEIGHTCM,-0.0288943
7023,HEIGHTCM,-0.028989239
7024,HEIGHTCM,-0.029084144
7025,HEIGHTCM,-0.029179016
7026,HEIGHTCM,-0.029264437
7027,HEIGHTCM,-0.029368663
7028,HEIGHTCM,-0.029463436
7029,HEIGHTCM,-0.029558178
7030,HEIGHTCM,-0.029652886
7031,HEIGHTCM,-0.029747562
7032,HEIGHTCM,-0.029842205
7033,HEIGHTCM,-0.029936817
7034,HEIGHTCM,-0.030031396
7035,HEIGHTCM,-0.030135488
7036,HEIGHTCM,-0.030230016
7037,HEIGHTCM,-0.030324511
7038,HEIGHTCM,-0.030418975
7039,HEIGHTCM,-0.030503808
7040,HEIGHTCM,-0.030607807
7041,HEIGHTCM,-0.030692548
7042,HEIGHTCM,-0.03078687
7043,HEIGHTCM,-0.030881161
7044,HEIGHTCM,-0.03097542
7045,HEIGHTCM,-0.031069648
7046,HEIGHTCM,-0.031163843
7047,HEIGHTCM,-0.031258009
7048,HEIGHTCM,-0.031361863
7049,HEIGHTCM,-0.031455979
7050,HEIGHTCM,-0.031550061
7051,HEIGHTCM,-0.031644113
7052,HEIGHTCM,-0.031738136
7053,HEIGHTCM,-0.031832125
7054,HEIGHTCM,-0.031926088
7055,HEIGHTCM,-0.032020014
7056,HEIGHTCM,-0.032123744
7057,HEIGHTCM,-0.032217622
7058,HEIGHTCM,-0.032301616
7059,HEIGHTCM,-0.032405294
7060,HEIGHTCM,-0.032499082
7061,HEIGHTCM,-0.032582946
7062,HEIGHTCM,-0.03267666
7063,HEIGHTCM,-0.032770347
7064,HEIGHTCM,-0.032864001
7065,HEIGHTCM,-0.032957628
7066,HEIGHTCM,-0.033051223
7067,HEIGHTCM,-0.033144787
7068,HEIGHTCM,-0.033238325
7069,HEIGHTCM,-0.03333183
7070,HEIGHTCM,-0.033425309
7071,HEIGHTCM,-0.033518758
7072,HEIGHTCM,-0.033612177
7073,HEIGHTCM,-0.033705566
7074,HEIGHTCM,-0.033798926
7075,HEIGHTCM,-0.033892259
7076,HEIGHTCM,-0.033985563
7077,HEIGHTCM,-0.03407884
7078,HEIGHTCM,-0.034161977
7079,HEIGHTCM,-0.034265302
7080,HEIGHTCM,-0.034358494
7081,HEIGHTCM,-0.034451656
7082,HEIGHTCM,-0.034554947
7083,HEIGHTCM,-0.034648065
7084,HEIGHTCM,-0.034730978
7085,HEIGHTCM,-0.034834221
7086,HEIGHTCM,-0.034927256
7087,HEIGHTCM,-0.035020266
7088,HEIGHTCM,-0.035113249
7089,HEIGHTCM,-0.035206202
7090,HEIGHTCM,-0.035299134
7091,HEIGHTCM,-0.035392035
7092,HEIGHTCM,-0.03548491
7093,HEIGHTCM,-0.035577759
7094,HEIGHTCM,-0.035670582
7095,HEIGHTCM,-0.035763379
7096,HEIGHTCM,-0.035845842
7097,HEIGHTCM,-0.035948899
7098,HEIGHTCM,-0.036041617
7099,HEIGHTCM,-0.036134314
7100,HEIGHTCM,-0.03622698
7101,HEIGHTCM,-0.036319628
7102,HEIGHTCM,-0.036422621
7103,HEIGHTCM,-0.036504842
7104,HEIGHTCM,-0.036597412
7105,HEIGHTCM,-0.036689956
7106,HEIGHTCM,-0.036782477
7107,HEIGHTCM,-0.036874976
7108,HEIGHTCM,-0.03697788
7109,HEIGHTCM,-0.037070341
7110,HEIGHTCM,-0.037162773
7111,HEIGHTCM,-0.034992836
7112,HEIGHTCM,-0.035085194
7113,HEIGHTCM,-0.035177555
