agedays,param,sd.median
938,HEIGHTCM,0.075712539
939,HEIGHTCM,0.07579156
940,HEIGHTCM,0.075870514
941,HEIGHTCM,0.075949401
942,HEIGHTCM,0.076028213
943,HEIGHTCM,0.076102696
944,HEIGHTCM,0.076181352
945,HEIGHTCM,0.076259941
946,HEIGHTCM,0.076342762
947,HEIGHTCM,0.076421216
948,HEIGHTCM,0.076499611
949,HEIGHTCM,0.076577924
950,HEIGHTCM,0.07665617
951,HEIGHTCM,0.076734342
952,HEIGHTCM,0.076812446
953,HEIGHTCM,0.076890469
954,HEIGHTCM,0.076968424
955,HEIGHTCM,0.077046305
956,HEIGHTCM,0.077128604
957,HEIGHTCM,0.077206358
958,HEIGHTCM,0.077279508
959,HEIGHTCM,0.077361636
960,HEIGHTCM,0.077439167
961,HEIGHTCM,0.077516623
962,HEIGHTCM,0.077594005
963,HEIGHTCM,0.077666692
964,HEIGHTCM,0.077743903
965,HEIGHTCM,0.077821039
966,HEIGHTCM,0.0778981
967,HEIGHTCM,0.077975087
968,HEIGHTCM,0.078051992
969,HEIGHTCM,0.078128822
970,HEIGHTCM,0.078205571
971,HEIGHTCM,0.078282252
972,HEIGHTCM,0.078358844
973,HEIGHTCM,0.078435369
1096,HEIGHTCM,0.088972405
1097,HEIGHTCM,0.089044116
1098,HEIGHTCM,0.089115739
1099,HEIGHTCM,0.089194179
1100,HEIGHTCM,0.089265645
1101,HEIGHTCM,0.089337029
1102,HEIGHTCM,0.089401327
1103,HEIGHTCM,0.089479506
1104,HEIGHTCM,0.089550614
1105,HEIGHTCM,0.089628682
1106,HEIGHTCM,0.08969254
1107,HEIGHTCM,0.089763373
1108,HEIGHTCM,0.089834109
1109,HEIGHTCM,0.08989758
1110,HEIGHTCM,0.0899681
1111,HEIGHTCM,0.090038523
1112,HEIGHTCM,0.0901016
1113,HEIGHTCM,0.090171814
1114,HEIGHTCM,0.09024924
1115,HEIGHTCM,0.090319283
1116,HEIGHTCM,0.090381868
1117,HEIGHTCM,0.090451702
1118,HEIGHTCM,0.090521432
1119,HEIGHTCM,0.090591066
1120,HEIGHTCM,0.090660609
1121,HEIGHTCM,0.090722539
1122,HEIGHTCM,0.090791851
1123,HEIGHTCM,0.090861075
1124,HEIGHTCM,0.090930194
1125,HEIGHTCM,0.090999216
1126,HEIGHTCM,0.091068141
1127,HEIGHTCM,0.091144651
1128,HEIGHTCM,0.091213405
1129,HEIGHTCM,0.091282062
1130,HEIGHTCM,0.091350622
1131,HEIGHTCM,0.091419078
1132,HEIGHTCM,0.091487437
1133,HEIGHTCM,0.091563545
1134,HEIGHTCM,0.091631725
1135,HEIGHTCM,0.091691904
1136,HEIGHTCM,0.091767795
1137,HEIGHTCM,0.091835678
1138,HEIGHTCM,0.091903456
1139,HEIGHTCM,0.091963105
1140,HEIGHTCM,0.092022583
1141,HEIGHTCM,0.092089996
1142,HEIGHTCM,0.092157304
1143,HEIGHTCM,0.092224516
1144,HEIGHTCM,0.092291616
1145,HEIGHTCM,0.092358619
1146,HEIGHTCM,0.092433766
1147,HEIGHTCM,0.092500582
1148,HEIGHTCM,0.092567302
1149,HEIGHTCM,0.092625581
1150,HEIGHTCM,0.092700422
1151,HEIGHTCM,0.092766829
1152,HEIGHTCM,0.092833124
1153,HEIGHTCM,0.092890859
1154,HEIGHTCM,0.092956908
1155,HEIGHTCM,0.093022861
1156,HEIGHTCM,0.093088701
1157,HEIGHTCM,0.093145847
1158,HEIGHTCM,0.093211442
1159,HEIGHTCM,0.09328559
1160,HEIGHTCM,0.093350999
1161,HEIGHTCM,0.093416311
1162,HEIGHTCM,0.09349025
1163,HEIGHTCM,0.093555376
1164,HEIGHTCM,0.093611576
1165,HEIGHTCM,0.093676448
1166,HEIGHTCM,0.093750089
1167,HEIGHTCM,0.093814775
1168,HEIGHTCM,0.09387935
1169,HEIGHTCM,0.093952775
1170,HEIGHTCM,0.09401717
1171,HEIGHTCM,0.094081447
1172,HEIGHTCM,0.094145618
1173,HEIGHTCM,0.094218761
1174,HEIGHTCM,0.094282739
1175,HEIGHTCM,0.094346613
1176,HEIGHTCM,0.094419546
1177,HEIGHTCM,0.094483227
1178,HEIGHTCM,0.094546795
1179,HEIGHTCM,0.094600976
1180,HEIGHTCM,0.094673596
1181,HEIGHTCM,0.094736829
1182,HEIGHTCM,0.094799951
1183,HEIGHTCM,0.094862953
1184,HEIGHTCM,0.094916411
1185,HEIGHTCM,0.094988629
1186,HEIGHTCM,0.095041797
1187,HEIGHTCM,0.095104314
1461,HEIGHTCM,0.11722101
1462,HEIGHTCM,0.117301
1463,HEIGHTCM,0.11736549
1464,HEIGHTCM,0.11742992
1465,HEIGHTCM,0.11749429
1466,HEIGHTCM,0.11755859
1467,HEIGHTCM,0.11762283
1468,HEIGHTCM,0.11768701
1469,HEIGHTCM,0.11775112
1470,HEIGHTCM,0.11781517
1471,HEIGHTCM,0.11787917
1472,HEIGHTCM,0.11794309
1473,HEIGHTCM,0.11800695
1474,HEIGHTCM,0.11807076
1475,HEIGHTCM,0.11813449
1476,HEIGHTCM,0.11819816
1477,HEIGHTCM,0.11826178
1478,HEIGHTCM,0.11832532
1479,HEIGHTCM,0.11838881
1480,HEIGHTCM,0.11845223
1481,HEIGHTCM,0.11851558
1482,HEIGHTCM,0.11857887
1483,HEIGHTCM,0.11864211
1484,HEIGHTCM,0.11870527
1485,HEIGHTCM,0.11876837
1486,HEIGHTCM,0.11884771
1487,HEIGHTCM,0.11891071
1488,HEIGHTCM,0.11895729
1489,HEIGHTCM,0.11903654
1490,HEIGHTCM,0.11909936
1491,HEIGHTCM,0.11916211
1492,HEIGHTCM,0.11924129
1493,HEIGHTCM,0.11928742
1494,HEIGHTCM,0.11936654
1495,HEIGHTCM,0.11942907
1496,HEIGHTCM,0.11949154
1497,HEIGHTCM,0.11955394
1498,HEIGHTCM,0.11961628
1499,HEIGHTCM,0.11967855
1500,HEIGHTCM,0.11974075
1501,HEIGHTCM,0.11980289
1502,HEIGHTCM,0.11988182
1503,HEIGHTCM,0.11994386
1504,HEIGHTCM,0.12000585
1505,HEIGHTCM,0.12006777
1506,HEIGHTCM,0.12011263
1507,HEIGHTCM,0.12017438
1508,HEIGHTCM,0.12023606
1509,HEIGHTCM,0.12031478
1510,HEIGHTCM,0.12037637
1511,HEIGHTCM,0.1204379
1512,HEIGHTCM,0.12048215
1513,HEIGHTCM,0.12056075
1514,HEIGHTCM,0.12062208
1515,HEIGHTCM,0.12066603
1516,HEIGHTCM,0.12072718
1517,HEIGHTCM,0.12078828
1518,HEIGHTCM,0.12084931
1519,HEIGHTCM,0.12091027
1520,HEIGHTCM,0.12097117
1521,HEIGHTCM,0.121032
1522,HEIGHTCM,0.12109276
1523,HEIGHTCM,0.12115346
1524,HEIGHTCM,0.12121409
1525,HEIGHTCM,0.12127466
1526,HEIGHTCM,0.12133516
1527,HEIGHTCM,0.12139559
1528,HEIGHTCM,0.12145595
1529,HEIGHTCM,0.12151625
1530,HEIGHTCM,0.12157648
1531,HEIGHTCM,0.12163664
1532,HEIGHTCM,0.12169675
1533,HEIGHTCM,0.12175678
1534,HEIGHTCM,0.12183475
1535,HEIGHTCM,0.12189469
1536,HEIGHTCM,0.12195456
1537,HEIGHTCM,0.12199623
1538,HEIGHTCM,0.1220741
1539,HEIGHTCM,0.12213376
1540,HEIGHTCM,0.12219336
1541,HEIGHTCM,0.12223461
1542,HEIGHTCM,0.12229405
1543,HEIGHTCM,0.12233504
1544,HEIGHTCM,0.12239429
1545,HEIGHTCM,0.12247192
1546,HEIGHTCM,0.12253108
1547,HEIGHTCM,0.12259017
1548,HEIGHTCM,0.12264919
1549,HEIGHTCM,0.12270814
1550,HEIGHTCM,0.12276703
1551,HEIGHTCM,0.12282585
1552,HEIGHTCM,0.1228846
1827,HEIGHTCM,0.14391232
1828,HEIGHTCM,0.14396231
1829,HEIGHTCM,0.14401221
1830,HEIGHTCM,0.14406203
1831,HEIGHTCM,0.14411178
1832,HEIGHTCM,0.14418732
1833,HEIGHTCM,0.14423695
1834,HEIGHTCM,0.14428651
1835,HEIGHTCM,0.144336
1836,HEIGHTCM,0.14438541
1837,HEIGHTCM,0.14443474
1838,HEIGHTCM,0.14448398
1839,HEIGHTCM,0.14453317
1840,HEIGHTCM,0.14458226
1841,HEIGHTCM,0.14463128
1842,HEIGHTCM,0.14468023
1843,HEIGHTCM,0.14472909
1844,HEIGHTCM,0.14477788
1845,HEIGHTCM,0.14482659
1846,HEIGHTCM,0.14487523
1847,HEIGHTCM,0.14492378
1848,HEIGHTCM,0.14497225
1849,HEIGHTCM,0.14502065
1850,HEIGHTCM,0.14506897
1851,HEIGHTCM,0.14511722
1852,HEIGHTCM,0.14516538
1853,HEIGHTCM,0.14521347
1854,HEIGHTCM,0.14523464
1855,HEIGHTCM,0.14528252
1856,HEIGHTCM,0.14533034
1857,HEIGHTCM,0.14537807
1858,HEIGHTCM,0.14542572
1859,HEIGHTCM,0.1454733
1860,HEIGHTCM,0.14552079
1861,HEIGHTCM,0.14556821
1862,HEIGHTCM,0.14564274
1863,HEIGHTCM,0.14569005
1864,HEIGHTCM,0.14573729
1865,HEIGHTCM,0.14578444
1866,HEIGHTCM,0.14580412
1867,HEIGHTCM,0.14585108
1868,HEIGHTCM,0.14589794
1869,HEIGHTCM,0.14594474
1870,HEIGHTCM,0.14599146
1871,HEIGHTCM,0.14603809
1872,HEIGHTCM,0.14608465
1873,HEIGHTCM,0.14611141
1874,HEIGHTCM,0.14600258
1875,HEIGHTCM,0.1458753
1876,HEIGHTCM,0.14578623
1877,HEIGHTCM,0.1457686
1878,HEIGHTCM,0.14573435
1879,HEIGHTCM,0.14563653
1880,HEIGHTCM,0.14553681
1881,HEIGHTCM,0.14534733
1882,HEIGHTCM,0.14531203
1883,HEIGHTCM,0.14531001
1884,HEIGHTCM,0.14531876
1885,HEIGHTCM,0.14529462
1886,HEIGHTCM,0.14517868
1887,HEIGHTCM,0.1451268
1888,HEIGHTCM,0.14493056
1889,HEIGHTCM,0.14477791
1890,HEIGHTCM,0.14464253
1891,HEIGHTCM,0.14449432
1892,HEIGHTCM,0.1444605
1893,HEIGHTCM,0.14445283
1894,HEIGHTCM,0.14432177
1895,HEIGHTCM,0.14423965
1896,HEIGHTCM,0.14415984
1897,HEIGHTCM,0.14408231
1898,HEIGHTCM,0.14410393
1899,HEIGHTCM,0.14406855
1900,HEIGHTCM,0.1439334
1901,HEIGHTCM,0.14389782
1902,HEIGHTCM,0.14379333
1903,HEIGHTCM,0.14377762
1904,HEIGHTCM,0.14364628
1905,HEIGHTCM,0.14359306
1906,HEIGHTCM,0.14337693
1907,HEIGHTCM,0.14317398
1908,HEIGHTCM,0.14310732
1909,HEIGHTCM,0.14295618
1910,HEIGHTCM,0.14292625
1911,HEIGHTCM,0.14288794
1912,HEIGHTCM,0.14263447
1913,HEIGHTCM,0.14253147
1914,HEIGHTCM,0.14243083
1915,HEIGHTCM,0.14228019
1916,HEIGHTCM,0.14214534
1917,HEIGHTCM,0.1421365
1918,HEIGHTCM,0.1418837
1919,HEIGHTCM,0.14174919
1920,HEIGHTCM,0.14159393
1921,HEIGHTCM,0.14146899
1922,HEIGHTCM,0.14136475
1923,HEIGHTCM,0.14114159
1924,HEIGHTCM,0.14114045
1925,HEIGHTCM,0.14100018
1926,HEIGHTCM,0.14092937
1927,HEIGHTCM,0.14077914
1928,HEIGHTCM,0.1407373
1929,HEIGHTCM,0.14075384
1930,HEIGHTCM,0.14076902
1931,HEIGHTCM,0.14069356
1932,HEIGHTCM,0.14059454
1933,HEIGHTCM,0.14047906
1934,HEIGHTCM,0.14026745
1935,HEIGHTCM,0.14007795
1936,HEIGHTCM,0.13991089
1937,HEIGHTCM,0.13977955
1938,HEIGHTCM,0.13975202
1939,HEIGHTCM,0.13952415
1940,HEIGHTCM,0.13948894
1941,HEIGHTCM,0.139351
1942,HEIGHTCM,0.13927224
1943,HEIGHTCM,0.13903297
1944,HEIGHTCM,0.13904174
1945,HEIGHTCM,0.13879314
1946,HEIGHTCM,0.1387313
1947,HEIGHTCM,0.13859427
2192,HEIGHTCM,0.15834415
2193,HEIGHTCM,0.1582372
2194,HEIGHTCM,0.15822482
2195,HEIGHTCM,0.15809335
2196,HEIGHTCM,0.15800507
2197,HEIGHTCM,0.15789968
2198,HEIGHTCM,0.15781164
2199,HEIGHTCM,0.15776969
2200,HEIGHTCM,0.15767772
2201,HEIGHTCM,0.15762581
2202,HEIGHTCM,0.15753131
2203,HEIGHTCM,0.15744853
2204,HEIGHTCM,0.15731719
2205,HEIGHTCM,0.15727019
2206,HEIGHTCM,0.15720649
2207,HEIGHTCM,0.15713377
2208,HEIGHTCM,0.15704444
2209,HEIGHTCM,0.15698086
2210,HEIGHTCM,0.15699625
2211,HEIGHTCM,0.15698783
2212,HEIGHTCM,0.15691154
2213,HEIGHTCM,0.15681893
2214,HEIGHTCM,0.15671547
2215,HEIGHTCM,0.15659852
2216,HEIGHTCM,0.15652379
2217,HEIGHTCM,0.15647332
2218,HEIGHTCM,0.15652286
2219,HEIGHTCM,0.1565236
2220,HEIGHTCM,0.15641695
2221,HEIGHTCM,0.15639906
2222,HEIGHTCM,0.15641403
2223,HEIGHTCM,0.15643883
2224,HEIGHTCM,0.15651651
2225,HEIGHTCM,0.15657708
2226,HEIGHTCM,0.1566177
2227,HEIGHTCM,0.15670383
2228,HEIGHTCM,0.15687864
2229,HEIGHTCM,0.15691552
2230,HEIGHTCM,0.15695725
2231,HEIGHTCM,0.15701857
2232,HEIGHTCM,0.15708625
2233,HEIGHTCM,0.15717052
2234,HEIGHTCM,0.15720989
2235,HEIGHTCM,0.15727109
2236,HEIGHTCM,0.15732761
2237,HEIGHTCM,0.15735509
2238,HEIGHTCM,0.15741137
2239,HEIGHTCM,0.15743393
2240,HEIGHTCM,0.15747827
2241,HEIGHTCM,0.15757667
2242,HEIGHTCM,0.15766995
2243,HEIGHTCM,0.15766521
2244,HEIGHTCM,0.15772898
2245,HEIGHTCM,0.15781452
2246,HEIGHTCM,0.15791033
2247,HEIGHTCM,0.15798923
2248,HEIGHTCM,0.15803935
2249,HEIGHTCM,0.15803365
2250,HEIGHTCM,0.15809092
2251,HEIGHTCM,0.15814112
2252,HEIGHTCM,0.15819591
2253,HEIGHTCM,0.15829109
2254,HEIGHTCM,0.15836927
2255,HEIGHTCM,0.15842074
2256,HEIGHTCM,0.15851822
2257,HEIGHTCM,0.1584979
2258,HEIGHTCM,0.1585582
2259,HEIGHTCM,0.15859547
2260,HEIGHTCM,0.15866803
2261,HEIGHTCM,0.1587286
2262,HEIGHTCM,0.15878375
2263,HEIGHTCM,0.15886997
2264,HEIGHTCM,0.15891783
2265,HEIGHTCM,0.15892671
2266,HEIGHTCM,0.15901741
2267,HEIGHTCM,0.15904593
2268,HEIGHTCM,0.15911758
2269,HEIGHTCM,0.15911306
2270,HEIGHTCM,0.15912952
2271,HEIGHTCM,0.15913486
2272,HEIGHTCM,0.15922427
2273,HEIGHTCM,0.15923873
2274,HEIGHTCM,0.15931322
2275,HEIGHTCM,0.15933777
2276,HEIGHTCM,0.15932825
2277,HEIGHTCM,0.15940531
2278,HEIGHTCM,0.15945238
2279,HEIGHTCM,0.15953559
2280,HEIGHTCM,0.15949687
2281,HEIGHTCM,0.15947437
2282,HEIGHTCM,0.15955275
2283,HEIGHTCM,0.15958701
2284,HEIGHTCM,0.15957852
2285,HEIGHTCM,0.15966737
2286,HEIGHTCM,0.15974514
2287,HEIGHTCM,0.15984298
2288,HEIGHTCM,0.15994519
2289,HEIGHTCM,0.15999132
2290,HEIGHTCM,0.16004339
2291,HEIGHTCM,0.16005492
2292,HEIGHTCM,0.16009949
2293,HEIGHTCM,0.16015553
2294,HEIGHTCM,0.16021882
2295,HEIGHTCM,0.1602384
2296,HEIGHTCM,0.16025998
2297,HEIGHTCM,0.16019608
2298,HEIGHTCM,0.16023532
2299,HEIGHTCM,0.16027413
2300,HEIGHTCM,0.16033292
2301,HEIGHTCM,0.16042188
2302,HEIGHTCM,0.16050117
2303,HEIGHTCM,0.16059621
2304,HEIGHTCM,0.16071939
2305,HEIGHTCM,0.16070786
2306,HEIGHTCM,0.16076516
2307,HEIGHTCM,0.16080981
2308,HEIGHTCM,0.16088034
2309,HEIGHTCM,0.16092566
2310,HEIGHTCM,0.16095509
2311,HEIGHTCM,0.16097759
2312,HEIGHTCM,0.16109559
2313,HEIGHTCM,0.16118787
2557,HEIGHTCM,0.18000945
2558,HEIGHTCM,0.18005964
2559,HEIGHTCM,0.18008341
2560,HEIGHTCM,0.1801134
2561,HEIGHTCM,0.18014297
2562,HEIGHTCM,0.18020187
2563,HEIGHTCM,0.18024254
2564,HEIGHTCM,0.18029852
2565,HEIGHTCM,0.18028596
2566,HEIGHTCM,0.18036756
2567,HEIGHTCM,0.18041402
2568,HEIGHTCM,0.18047829
2569,HEIGHTCM,0.18053795
2570,HEIGHTCM,0.180563
2571,HEIGHTCM,0.18069606
2572,HEIGHTCM,0.18074206
2573,HEIGHTCM,0.18081853
2574,HEIGHTCM,0.18085805
2575,HEIGHTCM,0.1809219
2576,HEIGHTCM,0.18094309
2577,HEIGHTCM,0.18099025
2578,HEIGHTCM,0.18103586
2579,HEIGHTCM,0.18107626
2580,HEIGHTCM,0.1811536
2581,HEIGHTCM,0.1811333
2582,HEIGHTCM,0.18117794
2583,HEIGHTCM,0.18125576
2584,HEIGHTCM,0.18131684
2585,HEIGHTCM,0.18138428
2586,HEIGHTCM,0.18148443
2587,HEIGHTCM,0.18151897
2588,HEIGHTCM,0.18154649
2589,HEIGHTCM,0.18159796
2590,HEIGHTCM,0.18168736
2591,HEIGHTCM,0.18170939
2592,HEIGHTCM,0.18177108
2593,HEIGHTCM,0.18185498
2594,HEIGHTCM,0.18189594
2595,HEIGHTCM,0.18193316
2596,HEIGHTCM,0.18195499
2597,HEIGHTCM,0.1819828
2598,HEIGHTCM,0.18205979
2599,HEIGHTCM,0.18213049
2600,HEIGHTCM,0.182208
2601,HEIGHTCM,0.18223338
2602,HEIGHTCM,0.18231075
2603,HEIGHTCM,0.18235259
2604,HEIGHTCM,0.1824528
2605,HEIGHTCM,0.18250249
2606,HEIGHTCM,0.1825819
2607,HEIGHTCM,0.18259388
2608,HEIGHTCM,0.18263957
2609,HEIGHTCM,0.18266402
2610,HEIGHTCM,0.18279842
2611,HEIGHTCM,0.18286006
2612,HEIGHTCM,0.1829388
2613,HEIGHTCM,0.18300104
2614,HEIGHTCM,0.18311086
2615,HEIGHTCM,0.18315479
2616,HEIGHTCM,0.18320119
2617,HEIGHTCM,0.18314505
2618,HEIGHTCM,0.18320067
2619,HEIGHTCM,0.18322824
2620,HEIGHTCM,0.18326804
2621,HEIGHTCM,0.18328176
2622,HEIGHTCM,0.18330626
2623,HEIGHTCM,0.18333812
2624,HEIGHTCM,0.18338116
2625,HEIGHTCM,0.18347928
2626,HEIGHTCM,0.18357778
2627,HEIGHTCM,0.18358
2628,HEIGHTCM,0.18363298
2629,HEIGHTCM,0.18370731
2630,HEIGHTCM,0.18374647
2631,HEIGHTCM,0.18384536
2632,HEIGHTCM,0.18395649
2633,HEIGHTCM,0.1839855
2634,HEIGHTCM,0.18407929
2635,HEIGHTCM,0.18413644
2636,HEIGHTCM,0.18421045
2637,HEIGHTCM,0.18425882
2638,HEIGHTCM,0.18439369
2639,HEIGHTCM,0.18447314
2640,HEIGHTCM,0.1844973
2641,HEIGHTCM,0.18452936
2642,HEIGHTCM,0.1846209
2643,HEIGHTCM,0.18471538
2644,HEIGHTCM,0.18476079
2645,HEIGHTCM,0.18483958
2646,HEIGHTCM,0.18492728
2647,HEIGHTCM,0.18498665
2648,HEIGHTCM,0.18507648
2649,HEIGHTCM,0.18523288
2650,HEIGHTCM,0.18527785
2651,HEIGHTCM,0.1853594
2652,HEIGHTCM,0.18538511
2653,HEIGHTCM,0.18545136
2654,HEIGHTCM,0.18551092
2655,HEIGHTCM,0.18557991
2656,HEIGHTCM,0.18563464
2657,HEIGHTCM,0.18567143
2658,HEIGHTCM,0.18571165
2659,HEIGHTCM,0.18573414
2660,HEIGHTCM,0.18577276
2661,HEIGHTCM,0.18581277
2662,HEIGHTCM,0.18589857
2663,HEIGHTCM,0.1859934
2664,HEIGHTCM,0.18600431
2665,HEIGHTCM,0.18610168
2666,HEIGHTCM,0.18608607
2667,HEIGHTCM,0.18610172
2668,HEIGHTCM,0.18617941
2669,HEIGHTCM,0.18622139
2670,HEIGHTCM,0.18629746
2671,HEIGHTCM,0.18631385
2672,HEIGHTCM,0.18645781
2673,HEIGHTCM,0.18652201
2674,HEIGHTCM,0.18650772
2675,HEIGHTCM,0.18656898
2676,HEIGHTCM,0.18658777
2677,HEIGHTCM,0.18663581
2678,HEIGHTCM,0.1866716
2922,HEIGHTCM,0.20349148
2923,HEIGHTCM,0.20351903
2924,HEIGHTCM,0.20355968
2925,HEIGHTCM,0.20358393
2926,HEIGHTCM,0.2036168
2927,HEIGHTCM,0.20366088
2928,HEIGHTCM,0.20372206
2929,HEIGHTCM,0.20373747
2930,HEIGHTCM,0.20371814
2931,HEIGHTCM,0.20379207
2932,HEIGHTCM,0.20382142
2933,HEIGHTCM,0.20387498
2934,HEIGHTCM,0.2039063
2935,HEIGHTCM,0.2039516
2936,HEIGHTCM,0.20403305
2937,HEIGHTCM,0.20404728
2938,HEIGHTCM,0.20409432
2939,HEIGHTCM,0.20418102
2940,HEIGHTCM,0.20420218
2941,HEIGHTCM,0.20423223
2942,HEIGHTCM,0.20427123
2943,HEIGHTCM,0.20428491
2944,HEIGHTCM,0.20432749
2945,HEIGHTCM,0.20440397
2946,HEIGHTCM,0.20442085
2947,HEIGHTCM,0.20447978
2948,HEIGHTCM,0.20455326
2949,HEIGHTCM,0.20459945
2950,HEIGHTCM,0.20464943
2951,HEIGHTCM,0.20473726
2952,HEIGHTCM,0.20477259
2953,HEIGHTCM,0.20480646
2954,HEIGHTCM,0.20479357
2955,HEIGHTCM,0.20485897
2956,HEIGHTCM,0.2048554
2957,HEIGHTCM,0.20482931
2958,HEIGHTCM,0.20485619
2959,HEIGHTCM,0.20492132
2960,HEIGHTCM,0.20492557
2961,HEIGHTCM,0.20494498
2962,HEIGHTCM,0.20497482
2963,HEIGHTCM,0.20501688
2964,HEIGHTCM,0.20505628
2965,HEIGHTCM,0.20511124
2966,HEIGHTCM,0.20518932
2967,HEIGHTCM,0.2052232
2968,HEIGHTCM,0.20520295
2969,HEIGHTCM,0.20523617
2970,HEIGHTCM,0.20527828
2971,HEIGHTCM,0.2052359
2972,HEIGHTCM,0.20526896
2973,HEIGHTCM,0.20536385
2974,HEIGHTCM,0.20539023
2975,HEIGHTCM,0.20543221
2976,HEIGHTCM,0.20545398
2977,HEIGHTCM,0.20547438
2978,HEIGHTCM,0.20549183
2979,HEIGHTCM,0.2055179
2980,HEIGHTCM,0.20560008
2981,HEIGHTCM,0.20563993
2982,HEIGHTCM,0.20560929
2983,HEIGHTCM,0.20564725
2984,HEIGHTCM,0.20568369
2985,HEIGHTCM,0.20571333
2986,HEIGHTCM,0.20574309
2987,HEIGHTCM,0.20574206
2988,HEIGHTCM,0.20580506
2989,HEIGHTCM,0.20581427
2990,HEIGHTCM,0.20582266
2991,HEIGHTCM,0.20588465
2992,HEIGHTCM,0.20590284
2993,HEIGHTCM,0.20592086
2994,HEIGHTCM,0.20595117
2995,HEIGHTCM,0.205954
2996,HEIGHTCM,0.20598465
2997,HEIGHTCM,0.20601812
2998,HEIGHTCM,0.2060727
2999,HEIGHTCM,0.20613341
3000,HEIGHTCM,0.20617233
3001,HEIGHTCM,0.206231
3002,HEIGHTCM,0.20624118
3003,HEIGHTCM,0.20629336
3004,HEIGHTCM,0.20628297
3005,HEIGHTCM,0.20630364
3006,HEIGHTCM,0.20632783
3007,HEIGHTCM,0.2063273
3008,HEIGHTCM,0.20636372
3009,HEIGHTCM,0.20636809
3010,HEIGHTCM,0.20637707
3011,HEIGHTCM,0.20641312
3012,HEIGHTCM,0.20643915
3013,HEIGHTCM,0.20650214
3014,HEIGHTCM,0.20652971
3015,HEIGHTCM,0.20661256
3016,HEIGHTCM,0.20657046
3017,HEIGHTCM,0.20657597
3018,HEIGHTCM,0.20661697
3019,HEIGHTCM,0.20662771
3020,HEIGHTCM,0.20666231
3021,HEIGHTCM,0.20669186
3022,HEIGHTCM,0.20671743
3023,HEIGHTCM,0.20672144
3024,HEIGHTCM,0.20674697
3025,HEIGHTCM,0.20678267
3026,HEIGHTCM,0.20681059
3027,HEIGHTCM,0.20683084
3028,HEIGHTCM,0.20686351
3029,HEIGHTCM,0.20688774
3030,HEIGHTCM,0.20688899
3031,HEIGHTCM,0.20693192
3032,HEIGHTCM,0.20695227
3033,HEIGHTCM,0.2069786
3034,HEIGHTCM,0.20700395
3035,HEIGHTCM,0.20699736
3036,HEIGHTCM,0.20706636
3037,HEIGHTCM,0.20709406
3038,HEIGHTCM,0.20710078
3039,HEIGHTCM,0.20710847
3040,HEIGHTCM,0.20714664
3041,HEIGHTCM,0.20717312
3042,HEIGHTCM,0.20725809
3043,HEIGHTCM,0.20727356
3288,HEIGHTCM,0.22242226
3289,HEIGHTCM,0.22241932
3290,HEIGHTCM,0.22247392
3291,HEIGHTCM,0.22247283
3292,HEIGHTCM,0.2224717
3293,HEIGHTCM,0.22246936
3294,HEIGHTCM,0.22241625
3295,HEIGHTCM,0.22241387
3296,HEIGHTCM,0.22241309
3297,HEIGHTCM,0.22235586
3298,HEIGHTCM,0.22241029
3299,HEIGHTCM,0.22240818
3300,HEIGHTCM,0.22240652
3301,HEIGHTCM,0.22240596
3302,HEIGHTCM,0.22240701
3303,HEIGHTCM,0.22240725
3304,HEIGHTCM,0.22246084
3305,HEIGHTCM,0.22240417
3306,HEIGHTCM,0.22245879
3307,HEIGHTCM,0.22240458
3308,HEIGHTCM,0.22240309
3309,HEIGHTCM,0.22240134
3310,HEIGHTCM,0.22239871
3311,HEIGHTCM,0.22239585
3312,HEIGHTCM,0.22239397
3313,HEIGHTCM,0.22239248
3314,HEIGHTCM,0.22239155
3315,HEIGHTCM,0.22238936
3316,HEIGHTCM,0.22244012
3317,HEIGHTCM,0.22238535
3318,HEIGHTCM,0.22238341
3319,HEIGHTCM,0.22238317
3320,HEIGHTCM,0.22238037
3321,HEIGHTCM,0.22232638
3322,HEIGHTCM,0.22237583
3323,HEIGHTCM,0.22237074
3324,HEIGHTCM,0.22236584
3325,HEIGHTCM,0.22236302
3326,HEIGHTCM,0.22235802
3327,HEIGHTCM,0.22240934
3328,HEIGHTCM,0.22240719
3329,HEIGHTCM,0.22240533
3330,HEIGHTCM,0.22240016
3331,HEIGHTCM,0.22239614
3332,HEIGHTCM,0.22239091
3333,HEIGHTCM,0.22238778
3334,HEIGHTCM,0.22238298
3335,HEIGHTCM,0.22237894
3336,HEIGHTCM,0.22242787
3337,HEIGHTCM,0.22242194
3338,HEIGHTCM,0.22241771
3339,HEIGHTCM,0.22241379
3340,HEIGHTCM,0.22240734
3341,HEIGHTCM,0.22234827
3342,HEIGHTCM,0.22234407
3343,HEIGHTCM,0.22239313
3344,HEIGHTCM,0.22238864
3345,HEIGHTCM,0.22238311
3346,HEIGHTCM,0.22237755
3347,HEIGHTCM,0.22242479
3348,HEIGHTCM,0.22236916
3349,HEIGHTCM,0.22236586
3350,HEIGHTCM,0.22235873
3351,HEIGHTCM,0.22235157
3352,HEIGHTCM,0.2223472
3353,HEIGHTCM,0.22234105
3354,HEIGHTCM,0.2223351
3355,HEIGHTCM,0.22232859
3356,HEIGHTCM,0.22232196
3357,HEIGHTCM,0.22231717
3358,HEIGHTCM,0.22231385
3359,HEIGHTCM,0.22230925
