agedays,sex,cdc_wt_l,cdc_wt_m,cdc_wt_s,cdc_ht_l,cdc_ht_m,cdc_ht_s,cdc_hc_l,cdc_hc_m,cdc_hc_s,cdc_wt_csd_pos,cdc_wt_csd_neg,cdc_ht_csd_pos,cdc_ht_csd_neg,cdc_hc_csd_pos,cdc_hc_csd_neg,cdc_bmi_l,cdc_bmi_m,cdc_bmi_s,cdc_bmi_csd_pos,cdc_bmi_csd_neg
1840,0,-1.0002195,18.476892,.12983957,1.265918,109.14884,.042588301,,,,3.2406673,1.9044385,4.5979805,4.7035446,,,-2.6117332,15.41964,.075969107,1.6465836,.92604351
1840,1,-1.2873579,18.014172,.14115718,-.056766782,107.92831,.044273246,,,,3.785511,1.927609,5.0094414,4.5619354,,,-3.3498619,15.152021,.084268585,2.134285,.94760132
1841,0,-1.000379,18.483042,.12986659,1.266225,109.16675,.042591713,,,,3.2427568,1.9053583,4.5990448,4.7047615,,,-2.6140711,15.4193,.075984858,1.6475248,.92605972
1841,1,-1.2875851,18.020277,.1411801,-.057422783,107.94757,.044275522,,,,3.7879248,1.9284577,5.0107574,4.5628471,,,-3.3500097,15.151928,.084290057,2.1352892,.94777012
1842,0,-1.0005387,18.489191,.1298936,1.2665277,109.18465,.042595122,,,,3.2448473,1.9062777,4.6001053,4.7059784,,,-2.6164057,15.418962,.076000631,1.648468,.92607594
1842,1,-1.2878118,18.026384,.14120302,-.058077797,107.96684,.044277795,,,,3.7903395,1.9293075,5.0120735,4.5637589,,,-3.3501537,15.151835,.084311567,2.1362939,.94793892
1843,0,-1.0006986,18.495342,.1299206,1.266826,109.20255,.042598531,,,,3.2469387,1.9071975,4.6011696,4.7071953,,,-2.6187372,15.418626,.076016426,1.6494117,.9260931
1843,1,-1.2880379,18.032492,.14122592,-.05873182,107.98611,.044280067,,,,3.7927551,1.9301572,5.0133896,4.5646706,,,-3.3502944,15.151745,.084333099,2.1372995,.94810867
1844,0,-1.0008587,18.501493,.1299476,1.26712,109.22046,.042601939,,,,3.2490311,1.9081178,4.6022301,4.7084084,,,-2.6210659,15.418291,.076032244,1.6503572,.92611027
1844,1,-1.2882633,18.038601,.14124881,-.059384871,108.00539,.044282336,,,,3.7951698,1.9310069,5.0147057,4.5655861,,,-3.3504317,15.151655,.084354669,2.1383066,.94827843
1845,0,-1.0010189,18.507647,.12997459,1.2674098,109.23836,.042605344,,,,3.2511244,1.9090376,4.6032944,4.7096214,,,-2.6233914,15.417957,.076048084,1.6513033,.92612791
1845,1,-1.2884883,18.044712,.1412717,-.060036939,108.02466,.044284601,,,,3.7975864,1.9318576,5.0160217,4.5664978,,,-3.3505654,15.151568,.084376261,2.1393132,.94844913
1846,0,-1.0011792,18.5138,.13000157,1.2676952,109.25626,.042608749,,,,3.2532187,1.9099579,4.6043587,4.7108345,,,-2.6257138,15.417624,.076063938,1.6522508,.92614603
1846,1,-1.2887127,18.050823,.14129458,-.06068803,108.04393,.044286862,,,,3.800004,1.9327078,5.0173378,4.5674095,,,-3.3506958,15.151483,.084397882,2.1403213,.94862032
1847,0,-1.0013398,18.519955,.13002855,1.2679763,109.27415,.042612154,,,,3.2553139,1.9108782,4.6054268,4.7120476,,,-2.6280334,15.417294,.076079816,1.6532001,.92616463
1847,1,-1.2889366,18.056936,.14131746,-.061338134,108.0632,.044289123,,,,3.8024216,1.9335585,5.0186539,4.5683212,,,-3.3508227,15.151398,.084419541,2.1413298,.9487915
1848,0,-1.0015005,18.52611,.13005552,1.2682531,109.29205,.042615555,,,,3.257411,1.9117985,4.6064911,4.7132607,,,-2.6303499,15.416964,.076095723,1.65415,.92618322
1848,1,-1.2891599,18.063049,.14134032,-.061987255,108.08248,.044291381,,,,3.8048391,1.9344096,5.0199661,4.5692329,,,-3.3509462,15.151315,.084441222,2.1423383,.94896364
1849,0,-1.0016613,18.532267,.13008249,1.2685256,109.30995,.042618953,,,,3.2595081,1.9127192,4.6075592,4.7144699,,,-2.6326632,15.416636,.076111645,1.6551018,.92620277
1849,1,-1.2893827,18.069164,.14136317,-.062635385,108.10176,.044293638,,,,3.8072577,1.9352608,5.0212822,4.5701447,,,-3.3510661,15.151234,.084462933,2.1433477,.94913626
1850,0,-1.0018224,18.538424,.13010944,1.2687938,109.32784,.04262235,,,,3.2616062,1.91364,4.6086273,4.7156792,,,-2.6349735,15.416308,.076127589,1.656054,.92622232
1850,1,-1.2896049,18.075281,.14138603,-.063282534,108.12103,.044295892,,,,3.8096771,1.9361124,5.0225983,4.5710564,,,-3.3511827,15.151155,.084484674,2.1443582,.94930887
1851,0,-1.0019835,18.54458,.1301364,1.2690579,109.34574,.042625748,,,,3.2637062,1.9145608,4.6096954,4.7168846,,,-2.6372807,15.415982,.076143548,1.6570077,.92624187
1851,1,-1.2898265,18.081398,.14140888,-.063928686,108.14031,.044298142,,,,3.8120975,1.936964,5.0239105,4.5719681,,,-3.3512959,15.151076,.084506445,2.1453691,.94948244
1852,0,-1.0021449,18.550739,.13016334,1.2693175,109.36363,.042629141,,,,3.2658062,1.9154816,4.6107635,4.7180939,,,-2.6395848,15.415658,.076159537,1.6579633,.92626238
1852,1,-1.2900476,18.087517,.1414317,-.064573847,108.1596,.044300389,,,,3.814517,1.9378157,5.0252228,4.5728798,,,-3.3514056,15.151,.084528245,2.1463809,.94965649
1853,0,-1.0023065,18.556898,.13019027,1.269573,109.38152,.042632535,,,,3.2679062,1.9164023,4.6118317,4.7192993,,,-2.6418858,15.415335,.076175541,1.6589193,.92628336
1853,1,-1.2902682,18.093637,.14145455,-.065218009,108.17888,.044302635,,,,3.8169394,1.9386683,5.0265388,4.5737915,,,-3.3515122,15.150925,.084550068,2.1473932,.94983101
1854,0,-1.0024682,18.563059,.13021721,1.2698241,109.39941,.042635925,,,,3.270009,1.9173241,4.6129036,4.7205048,,,-2.6441836,15.415013,.076191574,1.6598773,.92630434
1854,1,-1.2904881,18.099758,.14147736,-.065861173,108.19816,.044304881,,,,3.8193607,1.9395204,5.0278511,4.5747032,,,-3.3516152,15.150852,.084571928,2.148406,.95000601
1855,0,-1.0026302,18.56922,.13024412,1.270071,109.4173,.042639315,,,,3.2721119,1.9182448,4.6139717,4.7217102,,,-2.6464784,15.414693,.076207623,1.6608367,.92632627
1855,1,-1.2907076,18.105881,.14150017,-.066503339,108.21745,.04430712,,,,3.8217831,1.9403734,5.0291634,4.5756149,,,-3.3517148,15.15078,.084593818,2.1494198,.95018148
1856,0,-1.0027924,18.575382,.13027105,1.2703136,109.4352,.042642701,,,,3.2742167,1.9191666,4.6150436,4.7229118,,,-2.6487701,15.414373,.076223694,1.6617966,.92634821
1856,1,-1.2909265,18.112003,.14152299,-.067144506,108.23673,.044309359,,,,3.8242054,1.9412265,5.0304756,4.5765305,,,-3.3518109,15.15071,.08461573,2.150434,.95035744
1857,0,-1.0029546,18.581545,.13029796,1.270552,109.45308,.042646088,,,,3.2763214,1.9200883,4.6161156,4.7241135,,,-2.6510584,15.414056,.07623978,1.6627574,.92637014
1857,1,-1.2911447,18.118128,.14154579,-.067784667,108.25602,.044311594,,,,3.8266287,1.9420795,5.0317879,4.5774422,,,-3.3519039,15.150641,.084637679,2.1514487,.95053387
1858,0,-1.0031172,18.587708,.13032486,1.2707863,109.47097,.04264947,,,,3.2784271,1.9210095,4.6171875,4.7253151,,,-2.6533439,15.413739,.076255895,1.6637206,.92639303
1858,1,-1.2913625,18.124254,.14156859,-.068423823,108.27531,.044313829,,,,3.8290539,1.9429331,5.0331001,4.5783539,,,-3.3519936,15.150575,.084659651,2.1524644,.95071077
1859,0,-1.0032799,18.593872,.13035175,1.2710162,109.48885,.042652853,,,,3.2805338,1.9219313,4.6182632,4.7265167,,,-2.6556261,15.413424,.076272026,1.6646833,.9264164
1859,1,-1.2915796,18.130381,.14159139,-.069061965,108.29459,.044316061,,,,3.8314781,1.9437871,5.0344124,4.5792656,,,-3.3520796,15.150509,.084681652,2.1534805,.95088816
1860,0,-1.0034429,18.600037,.13037863,1.2712419,109.50674,.042656232,,,,3.2826414,1.922853,4.6193352,4.7277145,,,-2.6579049,15.41311,.076288186,1.6656489,.92643976
1860,1,-1.2917963,18.136509,.14161417,-.069699101,108.31388,.044318289,,,,3.8339043,1.9446411,5.0357246,4.5801773,,,-3.3521624,15.150445,.084703684,2.1544976,.95106602
1861,0,-1.003606,18.606203,.13040552,1.2714634,109.52462,.042659611,,,,3.2847509,1.9237752,4.6204109,4.7289124,,,-2.6601806,15.412797,.076304361,1.666615,.9264636
1861,1,-1.2920123,18.142639,.14163694,-.070335232,108.33317,.044320513,,,,3.8363295,1.9454956,5.0370369,4.581089,,,-3.352242,15.150383,.084725745,2.1555147,.95124435
1862,0,-1.0037693,18.61237,.1304324,1.2716807,109.5425,.042662989,,,,3.2868614,1.9246969,4.6214867,4.7301102,,,-2.6624532,15.412486,.076320551,1.667582,.92648792
1862,1,-1.2922279,18.148769,.14165972,-.070970342,108.35246,.044322737,,,,3.8387575,1.9463501,5.0383453,4.5820007,,,-3.352318,15.150322,.084747836,2.1565332,.95142317
1863,0,-1.003933,18.618536,.13045926,1.2718939,109.56039,.042666364,,,,3.2889719,1.9256191,4.6225624,4.731308,,,-2.6647224,15.412176,.076336771,1.6685505,.92651272
1863,1,-1.2924428,18.154902,.14168248,-.071604431,108.37176,.044324961,,,,3.8411837,1.9472051,5.0396576,4.5829163,,,-3.352391,15.150263,.084769949,2.1575518,.95160246
1864,0,-1.0040967,18.624704,.13048612,1.2721027,109.57827,.042669736,,,,3.2910833,1.9265413,4.6236382,4.732502,,,-2.6669886,15.411867,.076353006,1.6695204,.92653751
1864,1,-1.2926571,18.161034,.14170524,-.072237507,108.39105,.044327177,,,,3.8436117,1.94806,5.0409698,4.583828,,,-3.3524604,15.150206,.0847921,2.1585712,.9517827
1865,0,-1.0042607,18.630875,.13051297,1.2723074,109.59615,.042673107,,,,3.2931967,1.9274635,4.6247177,4.733696,,,-2.6692514,15.41156,.076369271,1.6704922,.92656326
1865,1,-1.292871,18.167168,.141728,-.072869562,108.41035,.044329394,,,,3.8460407,1.9489155,5.0422783,4.5847397,,,-3.3525267,15.150149,.084814273,2.1595922,.95196295
1866,0,-1.0044249,18.637043,.13053982,1.2725078,109.61402,.042676479,,,,3.29531,1.9283862,4.6257935,4.73489,,,-2.6715109,15.411254,.07638555,1.6714644,.92658901
1866,1,-1.2930841,18.173304,.14175074,-.073500596,108.42964,.044331606,,,,3.8484697,1.9497709,5.0435867,4.5856514,,,-3.3525894,15.150095,.084836476,2.1606121,.95214367
1867,0,-1.0045894,18.643215,.13056666,1.2727041,109.6319,.042679846,,,,3.2974253,1.9293089,4.626873,4.7360802,,,-2.6737673,15.410949,.076401845,1.6724372,.92661524
1867,1,-1.2932968,18.17944,.14177348,-.07413061,108.44894,.044333819,,,,3.8508997,1.9506269,5.044899,4.5865631,,,-3.352649,15.150042,.084858708,2.1616335,.95232487
1868,0,-1.0047541,18.649385,.13059348,1.2728962,109.64978,.04268321,,,,3.2995405,1.9302311,4.6279526,4.7372742,,,-2.6760204,15.410645,.076418169,1.6734118,.92664194
1868,1,-1.293509,18.185577,.14179622,-.074759588,108.46823,.044336028,,,,3.8533297,1.9514832,5.0462074,4.5874748,,,-3.3527052,15.149991,.08488097,2.1626563,.95250654
1869,0,-1.0049191,18.655558,.1306203,1.2730842,109.66766,.042686574,,,,3.3016567,1.9311538,4.6290321,4.7384644,,,-2.6782701,15.410344,.076434515,1.6743884,.92666912
1869,1,-1.2937205,18.191717,.14181894,-.075387537,108.48753,.044338234,,,,3.8557606,1.9523396,5.0475159,4.5883865,,,-3.3527584,15.14994,.084903263,2.1636791,.95268869
1870,0,-1.0050842,18.661732,.13064712,1.2732679,109.68552,.042689938,,,,3.3037748,1.9320769,4.6301117,4.7396545,,,-2.6805165,15.410043,.076450877,1.675365,.9266963
1870,1,-1.2939315,18.197857,.14184166,-.076014467,108.50683,.044340439,,,,3.8581924,1.9531965,5.0488243,4.5893021,,,-3.352808,15.149893,.084925577,2.1647015,.9528718
1871,0,-1.0052496,18.667904,.13067393,1.2734475,109.7034,.042693298,,,,3.3058939,1.9329996,4.6311951,4.7408409,,,-2.6827595,15.409743,.076467261,1.6763434,.92672443
1871,1,-1.2941419,18.203999,.14186439,-.076640353,108.52613,.044342641,,,,3.8606253,1.9540534,5.0501328,4.5902138,,,-3.3528545,15.149846,.084947929,2.1657262,.9530549
1872,0,-1.0054152,18.67408,.13070074,1.2736229,109.72128,.042696655,,,,3.3080139,1.9339228,4.6322746,4.7420273,,,-2.6849992,15.409446,.076483667,1.6773229,.92675257
1872,1,-1.2943517,18.21014,.1418871,-.077265203,108.54543,.044344839,,,,3.8630581,1.9549108,5.0514412,4.5911255,,,-3.3528976,15.149801,.084970303,2.1667509,.95323849
1873,0,-1.0055813,18.680254,.13072753,1.2737942,109.73914,.042700011,,,,3.3101339,1.9348459,4.633358,4.7432137,,,-2.6872354,15.409149,.076500088,1.6783028,.92678118
1873,1,-1.2945609,18.216284,.14190981,-.077888995,108.56474,.044347037,,,,3.8654919,1.9557686,5.0527496,4.5920372,,,-3.3529377,15.149757,.084992707,2.1677761,.95342255
1874,0,-1.0057474,18.68643,.13075431,1.2739613,109.75701,.042703368,,,,3.3122559,1.9357691,4.6344414,4.7444,,,-2.6894681,15.408854,.076516531,1.679285,.92681026
1874,1,-1.2947696,18.222429,.1419325,-.078511745,108.58404,.044349231,,,,3.8679256,1.9566264,5.0540543,4.5929489,,,-3.3529744,15.149715,.085015133,2.1688013,.95360756
1875,0,-1.0059139,18.692606,.13078108,1.2741243,109.77488,.042706721,,,,3.3143778,1.9366922,4.6355247,4.7455864,,,-2.6916976,15.40856,.076532997,1.6802673,.92683935
1875,1,-1.2949778,18.228575,.1419552,-.079133451,108.60335,.044351425,,,,3.8703604,1.9574842,5.0553627,4.5938644,,,-3.3530078,15.149674,.085037597,2.1698279,.95379257
1876,0,-1.0060806,18.698784,.13080785,1.2742831,109.79275,.04271007,,,,3.3165016,1.9376154,4.6366081,4.746769,,,-2.6939237,15.408267,.076549485,1.681252,.92686939
1876,1,-1.2951853,18.234722,.14197789,-.079754122,108.62265,.044353612,,,,3.8727961,1.958343,5.0566711,4.5947762,,,-3.3530381,15.149636,.085060082,2.170856,.95397806
1877,0,-1.0062476,18.704962,.13083461,1.2744378,109.81062,.042713419,,,,3.3186255,1.9385386,4.6376953,4.7479515,,,-2.6961465,15.407975,.076565996,1.6822371,.92689943
1877,1,-1.2953923,18.24087,.14200057,-.080373742,108.64196,.044355799,,,,3.8752317,1.9592013,5.0579758,4.5956879,,,-3.353065,15.149599,.085082598,2.1718836,.95416403
1878,0,-1.0064149,18.711142,.13086137,1.2745883,109.82848,.042716768,,,,3.3207521,1.9394622,4.6387787,4.7491341,,,-2.6983657,15.407685,.076582521,1.6832232,.92692995
1878,1,-1.2955986,18.247019,.14202325,-.080992319,108.66126,.044357985,,,,3.8776684,1.9600606,5.0592842,4.5965996,,,-3.3530889,15.149563,.085105143,2.1729116,.95435095
1879,0,-1.0065824,18.717321,.13088812,1.2747347,109.84635,.042720109,,,,3.3228788,1.9403858,4.6398659,4.7503128,,,-2.7005816,15.407396,.076599076,1.6842117,.92696095
1879,1,-1.2958045,18.25317,.14204593,-.081609845,108.68057,.044360168,,,,3.880106,1.9609199,5.0605888,4.5975151,,,-3.3531094,15.149529,.085127719,2.1739407,.95453787
1880,0,-1.0067501,18.723501,.13091485,1.2748771,109.86421,.042723455,,,,3.3250055,1.9413095,4.6409531,4.7514915,,,-2.7027941,15.407109,.076615646,1.6852002,.92699242
1880,1,-1.2960098,18.259321,.14206859,-.082226321,108.69988,.044362348,,,,3.8825436,1.9617791,5.0618935,4.5984268,,,-3.3531265,15.149496,.085150316,2.1749706,.95472527
1881,0,-1.0069182,18.729683,.13094158,1.2750154,109.88208,.042726792,,,,3.3271341,1.9422331,4.6420403,4.7526703,,,-2.7050033,15.406823,.076632231,1.6861901,.92702436
1881,1,-1.2962143,18.265474,.14209126,-.082841747,108.71919,.044364523,,,,3.8849821,1.9626389,5.0631981,4.5993385,,,-3.3531408,15.149465,.085172944,2.1760011,.95491314
1882,0,-1.0070865,18.735865,.1309683,1.2751495,109.89994,.042730134,,,,3.3292637,1.9431572,4.6431274,4.753849,,,-2.7072089,15.406538,.076648846,1.6871815,.92705631
1882,1,-1.2964184,18.271629,.14211392,-.083456114,108.7385,.044366699,,,,3.8874216,1.9634991,5.0645027,4.6002502,,,-3.3531518,15.149435,.085195601,2.1770315,.95510197
1883,0,-1.0072551,18.742048,.13099502,1.2752795,109.9178,.042733468,,,,3.3313942,1.9440808,4.6442146,4.755024,,,-2.7094109,15.406255,.076665476,1.6881738,.92708921
1883,1,-1.2966219,18.277784,.14213657,-.084069431,108.75782,.044368874,,,,3.8898611,1.9643598,5.0658112,4.6011658,,,-3.3531594,15.149407,.085218288,2.1780639,.95529079
1884,0,-1.007424,18.748232,.13102174,1.2754054,109.93566,.042736806,,,,3.3335266,1.9450049,4.6453056,4.7561989,,,-2.7116096,15.405972,.076682128,1.6891675,.92712212
1884,1,-1.2968248,18.283941,.14215922,-.08468169,108.77713,.044371042,,,,3.8923016,1.9652205,5.067112,4.6020775,,,-3.353164,15.149381,.085240997,2.1790957,.9554801
1885,0,-1.0075932,18.754416,.13104843,1.2755272,109.95352,.042740136,,,,3.3356581,1.9459291,4.6463966,4.7573738,,,-2.713805,15.405691,.076698802,1.6901617,.92715549
1885,1,-1.2970271,18.290098,.14218187,-.085292883,108.79645,.044373211,,,,3.894743,1.9660811,5.0684166,4.6029892,,,-3.3531654,15.149356,.085263737,2.1801286,.95566988
1886,0,-1.0077626,18.760601,.13107513,1.275645,109.97137,.042743467,,,,3.3377924,1.9468532,4.6474838,4.7585487,,,-2.7159967,15.405412,.076715492,1.6911578,.92718887
1886,1,-1.2972288,18.296257,.14220451,-.085903019,108.81576,.044375379,,,,3.8971844,1.9669423,5.0697212,4.6039009,,,-3.3531637,15.149332,.085286506,2.1811619,.95586061
1887,0,-1.0079323,18.766787,.13110182,1.2757587,109.98923,.042746797,,,,3.3399267,1.9477773,4.6485786,4.7597198,,,-2.7181849,15.405133,.076732211,1.6921554,.92722321
1887,1,-1.29743,18.302418,.14222714,-.086512096,108.83508,.044377539,,,,3.8996267,1.967804,5.0710258,4.6048164,,,-3.3531587,15.14931,.085309304,2.1821961,.95605135
1888,0,-1.0081024,18.772974,.13112849,1.2758684,110.00709,.042750124,,,,3.342063,1.9487019,4.6496696,4.760891,,,-2.7203698,15.404857,.076748945,1.6931529,.92725801
1888,1,-1.2976305,18.308578,.14224978,-.087120101,108.85439,.0443797,,,,3.90207,1.9686661,5.0723267,4.6057281,,,-3.3531506,15.14929,.085332125,2.1832314,.95624256
1889,0,-1.0082726,18.779161,.13115515,1.2759739,110.02495,.042753451,,,,3.3441992,1.949626,4.6507607,4.7620621,,,-2.7225511,15.404581,.076765701,1.6941528,.92729282
1889,1,-1.2978305,18.314741,.1422724,-.08772704,108.87371,.044381861,,,,3.9045134,1.9695277,5.0736313,4.6066399,,,-3.3531394,15.149271,.085354976,2.1842661,.95643425
1890,0,-1.0084434,18.785349,.13118182,1.2760755,110.0428,.04275677,,,,3.3463364,1.9505506,4.6518555,4.7632294,,,-2.7247288,15.404307,.076782472,1.6951528,.92732811
1890,1,-1.2980298,18.320906,.14229503,-.088332914,108.89303,.044384018,,,,3.9069576,1.9703908,5.0749321,4.6075554,,,-3.3531249,15.149254,.085377857,2.1853018,.95662642
1891,0,-1.0086142,18.791538,.13120846,1.276173,110.06065,.042760093,,,,3.3484755,1.9514747,4.6529465,4.7644005,,,-2.7269032,15.404035,.076799273,1.6961551,.92736387
1891,1,-1.2982286,18.32707,.14231764,-.088937715,108.91235,.044386171,,,,3.9094019,1.9712534,5.0762367,4.6084671,,,-3.3531075,15.149239,.085400768,2.1863394,.95681953
1892,0,-1.0087855,18.797728,.13123511,1.2762663,110.07851,.042763412,,,,3.3506145,1.9523993,4.6540413,4.7655678,,,-2.7290738,15.403763,.076816089,1.6971579,.92740011
1892,1,-1.2984267,18.333237,.14234026,-.089541435,108.93166,.04438832,,,,3.9118481,1.9721165,5.0775375,4.6093788,,,-3.3530867,15.149224,.085423701,2.1873765,.95701265
1893,0,-1.008957,18.803919,.13126175,1.2763557,110.09636,.042766728,,,,3.3527555,1.9533238,4.6551361,4.7667351,,,-2.731241,15.403492,.07683292,1.6981611,.92743635
1893,1,-1.2986244,18.339403,.14236286,-.09014409,108.95099,.04439047,,,,3.9142942,1.9729795,5.0788383,4.6102943,,,-3.3530631,15.149212,.085446663,2.1884146,.95720625
1894,0,-1.0091288,18.81011,.13128838,1.2764411,110.11421,.042770043,,,,3.3548975,1.9542489,4.6562309,4.7678986,,,-2.7334046,15.403224,.076849781,1.6991668,.92747355
1894,1,-1.2988213,18.345572,.14238547,-.090745665,108.97031,.044392616,,,,3.9167404,1.9738431,5.0801392,4.6112061,,,-3.3530362,15.1492,.085469648,2.1894522,.95740032
1895,0,-1.0093009,18.816301,.13131499,1.2765224,110.13206,.042773355,,,,3.3570395,1.9551735,4.6573296,4.769062,,,-2.7355645,15.402956,.076866657,1.7001734,.92751074
1895,1,-1.2990177,18.351742,.14240807,-.09134616,108.98963,.044394761,,,,3.9191885,1.9747071,5.08144,4.6121178,,,-3.3530061,15.149191,.085492671,2.1904917,.95759487
1896,0,-1.0094734,18.822495,.13134161,1.2765998,110.14991,.042776663,,,,3.3591833,1.9560981,4.6584244,4.7702255,,,-2.737721,15.40269,.076883554,1.7011809,.92754841
1896,1,-1.2992135,18.357912,.14243068,-.091945574,109.00896,.044396903,,,,3.9216366,1.9755716,5.0827408,4.6130333,,,-3.352973,15.149183,.085515715,2.1915312,.9577899
1897,0,-1.0096462,18.828688,.13136822,1.2766731,110.16776,.042779971,,,,3.3613281,1.9570231,4.659523,4.771389,,,-2.7398739,15.402425,.076900475,1.702189,.92758656
1897,1,-1.2994087,18.364084,.14245327,-.092543907,109.02828,.044399042,,,,3.9240856,1.9764361,5.0840416,4.613945,,,-3.352937,15.149177,.085538782,2.1925721,.9579854
1898,0,-1.0098194,18.834881,.1313948,1.2767423,110.1856,.042783279,,,,3.3634739,1.9579477,4.6606178,4.7725487,,,-2.7420232,15.402162,.076917417,1.7031989,.92762518
1898,1,-1.2996032,18.370258,.14247586,-.093141161,109.0476,.04440118,,,,3.9265347,1.9773011,5.0853424,4.6148567,,,-3.3528976,15.149172,.085561879,2.1936121,.95818138
1899,0,-1.0099927,18.841076,.1314214,1.2768075,110.20345,.042786583,,,,3.3656206,1.9588728,4.6617165,4.7737122,,,-2.7441688,15.401899,.076934375,1.7042103,.92766428
1899,1,-1.2997973,18.376432,.14249845,-.093737327,109.06693,.044403315,,,,3.9289846,1.9781661,5.0866432,4.6157722,,,-3.3528552,15.149168,.085585006,2.1946545,.95837784
1900,0,-1.0101665,18.847271,.13144799,1.2768688,110.22129,.042789884,,,,3.3677683,1.9597979,4.6628189,4.774868,,,-2.7463109,15.401638,.076951355,1.7052221,.92770338
1900,1,-1.2999907,18.382608,.14252102,-.094332397,109.08626,.044405449,,,,3.9314356,1.9790316,5.0879402,4.616684,,,-3.3528099,15.149166,.085608162,2.1956968,.95857477
1901,0,-1.0103406,18.853468,.13147455,1.2769262,110.23914,.042793185,,,,3.3699169,1.9607229,4.6639175,4.7760277,,,-2.7484493,15.401379,.076968357,1.7062349,.92774343
1901,1,-1.3001834,18.388784,.1425436,-.094926387,109.10558,.04440758,,,,3.9338865,1.979897,5.089241,4.6175995,,,-3.3527613,15.149166,.085631341,2.1967392,.95877218
1902,0,-1.010515,18.859665,.13150111,1.2769794,110.25698,.042796481,,,,3.3720665,1.961648,4.6650162,4.7771873,,,-2.7505841,15.40112,.076985374,1.7072492,.92778349
1902,1,-1.3003756,18.394962,.14256617,-.095519274,109.12491,.044409707,,,,3.9363384,1.9807634,5.090538,4.6185112,,,-3.3527098,15.149167,.085654549,2.197782,.95897007
1903,0,-1.0106899,18.865862,.13152766,1.2770288,110.27483,.042799775,,,,3.374217,1.9625731,4.6661186,4.7783432,,,-2.7527149,15.400863,.077002414,1.7082648,.92782402
1903,1,-1.3005672,18.401142,.14258875,-.096111059,109.14424,.044411831,,,,3.9387913,1.9816298,5.0918388,4.6194229,,,-3.3526552,15.14917,.085677788,2.1988268,.95916843
1904,0,-1.010865,18.872061,.13155422,1.2770741,110.29266,.042803068,,,,3.3763695,1.9634986,4.6672173,4.7794952,,,-2.7548418,15.400607,.077019475,1.7092814,.92786503
1904,1,-1.3007581,18.407322,.14261132,-.096701734,109.16357,.044413954,,,,3.9412451,1.9824963,5.0931358,4.6203384,,,-3.3525977,15.149175,.085701048,2.1998715,.9593668
1905,0,-1.0110404,18.87826,.13158076,1.2771155,110.31051,.042806361,,,,3.3785229,1.9644241,4.6683197,4.7806511,,,-2.7569649,15.400353,.07703656,1.710299,.92790651
1905,1,-1.3009484,18.413504,.14263389,-.097291306,109.1829,.044416077,,,,3.9436979,1.9833636,5.0944328,4.6212502,,,-3.3525372,15.14918,.085724339,2.2009168,.95956612
1906,0,-1.0112163,18.88446,.13160728,1.2771528,110.32835,.04280965,,,,3.3806763,1.9653492,4.6694221,4.7818031,,,-2.7590847,15.4001,.077053659,1.7113175,.927948
1906,1,-1.3011382,18.419687,.14265645,-.09787979,109.20222,.044418193,,,,3.9461527,1.984231,5.0957298,4.6221657,,,-3.3524735,15.149187,.085747659,2.2019625,.95976591
1907,0,-1.0113925,18.890661,.1316338,1.2771863,110.34618,.042812936,,,,3.3828316,1.9662747,4.6705284,4.7829552,,,-2.7612004,15.399848,.07707078,1.712337,.92799044
1907,1,-1.3013272,18.425871,.14267901,-.098467164,109.22156,.044420313,,,,3.9486084,1.9850984,5.0970268,4.6230774,,,-3.3524067,15.149197,.085771002,2.2030096,.95996618
1908,0,-1.011569,18.896862,.13166031,1.2772157,110.36402,.042816218,,,,3.3849869,1.9672003,4.6716309,4.7841072,,,-2.7633128,15.399598,.077087924,1.7133584,.92803288
1908,1,-1.3015157,18.432056,.14270157,-.099053442,109.24089,.044422425,,,,3.9510641,1.9859667,5.0983238,4.6239929,,,-3.3523371,15.149207,.085794374,2.2040563,.96016645
1909,0,-1.0117459,18.903065,.13168682,1.2772412,110.38186,.0428195,,,,3.387145,1.9681258,4.6727333,4.7852592,,,-2.7654212,15.399349,.07710509,1.7143803,.92807579
1909,1,-1.3017037,18.438242,.14272411,-.099638611,109.26022,.044424538,,,,3.9535208,1.9868345,5.0996208,4.6249046,,,-3.3522644,15.149219,.085817769,2.2051044,.96036768
1910,0,-1.0119231,18.909267,.13171332,1.2772628,110.3997,.042822782,,,,3.3893023,1.9690514,4.6738396,4.7864075,,,-2.7675261,15.399101,.077122271,1.7154036,.92811918
1910,1,-1.301891,18.444429,.14274666,-.10022268,109.27956,.044426646,,,,3.9559774,1.9877033,5.1009178,4.6258202,,,-3.3521886,15.149232,.085841194,2.2061524,.96056938
1911,0,-1.0121007,18.91547,.13173981,1.2772804,110.41753,.04282606,,,,3.3914623,1.9699769,4.6749458,4.7875557,,,-2.7696273,15.398855,.077139474,1.7164278,.92816305
1911,1,-1.3020775,18.450619,.1427692,-.10080564,109.29889,.044428755,,,,3.9584351,1.9885721,5.102211,4.6267319,,,-3.3521099,15.149247,.085864641,2.2072005,.96077108
1912,0,-1.0122787,18.921675,.13176629,1.2772943,110.43536,.042829335,,,,3.3936224,1.9709024,4.6760521,4.7887039,,,-2.7717247,15.39861,.0771567,1.7174535,.9282074
1912,1,-1.3022636,18.456808,.14279175,-.10138749,109.31822,.044430859,,,,3.9608936,1.9894414,5.103508,4.6276474,,,-3.3520281,15.149263,.085888125,2.208251,.96097374
