agedays,sex,cdc_wt_l,cdc_wt_m,cdc_wt_s,cdc_ht_l,cdc_ht_m,cdc_ht_s,cdc_hc_l,cdc_hc_m,cdc_hc_s,cdc_wt_csd_pos,cdc_wt_csd_neg,cdc_ht_csd_pos,cdc_ht_csd_neg,cdc_hc_csd_pos,cdc_hc_csd_neg,cdc_bmi_l,cdc_bmi_m,cdc_bmi_s,cdc_bmi_csd_pos,cdc_bmi_csd_neg
4856,1,-.95712292,46.945515,.19542789,1.1573359,158.37265,.042888142,,,,14.824984,6.6319141,6.7481155,6.8399658,,,-1.9567969,18.895103,.1509967,5.4704695,1.9956641
4857,0,-.67313349,47.188866,.19564845,1.019174,158.42314,.050194919,,,,13.562885,6.9233418,7.9446335,7.9599686,,,-2.3021808,18.64526,.13456833,4.8637085,1.7616568
4857,1,-.95760369,46.955658,.19540572,1.1564047,158.3828,.04287862,,,,14.828068,6.6324005,6.7473145,6.8385849,,,-1.9568312,18.896811,.15099925,5.4712229,1.995862
4858,0,-.67289323,47.203651,.19563557,1.0214891,158.44479,.050192676,,,,13.564816,6.9253941,7.9444733,7.9616623,,,-2.3018942,18.647123,.13457234,4.863986,1.7619109
4858,1,-.95808506,46.965797,.1953835,1.1554738,158.39291,.042869117,,,,14.83115,6.632885,6.746521,6.8372116,,,-1.9568657,18.898518,.15100178,5.4719763,1.9960599
4859,0,-.67265356,47.218441,.19562265,1.0238068,158.46645,.050190415,,,,13.56674,6.9274464,7.944313,7.9633484,,,-2.3016078,18.648987,.13457632,4.8642607,1.7621651
4859,1,-.95856714,46.975933,.19536127,1.1545435,158.403,.042859636,,,,14.83423,6.6333675,6.7457275,6.8358383,,,-1.9569006,18.900223,.1510043,5.4727287,1.9962568
4860,0,-.67241448,47.233231,.1956097,1.0261269,158.48811,.050188139,,,,13.568665,6.9294968,7.9441452,7.9650421,,,-2.3013213,18.650852,.1345803,4.8645363,1.7624192
4860,1,-.95904988,46.986057,.19533902,1.1536137,158.41309,.042850178,,,,14.837309,6.6338482,6.7449341,6.8344727,,,-1.9569358,18.90193,.1510068,5.4734812,1.9964542
4861,0,-.672176,47.248024,.19559669,1.0284494,158.50977,.050185844,,,,13.570587,6.9315472,7.9439697,7.9667282,,,-2.3010349,18.652716,.13458426,4.86481,1.7626729
4861,1,-.95953327,46.996181,.19531673,1.1526843,158.42314,.042840738,,,,14.840387,6.6343269,6.7441406,6.833107,,,-1.9569712,18.903635,.15100931,5.4742336,1.9966516
4862,0,-.67193812,47.262817,.19558366,1.0307744,158.53142,.050183531,,,,13.57251,6.9335938,7.9437943,7.9684143,,,-2.3007488,18.654581,.13458821,4.8650837,1.7629271
4862,1,-.96001732,47.006298,.19529442,1.1517555,158.43317,.04283132,,,,14.843462,6.6348019,6.7433548,6.8317413,,,-1.9570069,18.905342,.15101178,5.4749851,1.9968486
4863,0,-.67170089,47.277611,.19557057,1.0331017,158.55309,.050181203,,,,13.574429,6.9356403,7.9436188,7.9701004,,,-2.3004627,18.656446,.13459216,4.8653574,1.7631807
4863,1,-.96050203,47.016411,.19527209,1.1508271,158.44319,.042821921,,,,14.846535,6.6352749,6.742569,6.8303833,,,-1.9570431,18.907047,.15101425,5.4757376,1.9970455
4864,0,-.6714642,47.292408,.19555746,1.0354313,158.57474,.050178859,,,,13.576345,6.937685,7.9434357,7.9717789,,,-2.3001766,18.658312,.13459609,4.8656301,1.7634344
4864,1,-.96098733,47.026516,.19524972,1.1498992,158.45319,.042812549,,,,14.849604,6.635746,6.7417831,6.8290253,,,-1.9570794,18.908752,.15101671,5.4764891,1.997242
4865,0,-.67122817,47.307205,.19554429,1.0377632,158.59641,.050176498,,,,13.578259,6.9397259,7.9432526,7.973465,,,-2.2998908,18.660175,.1346,4.865901,1.7636881
4865,1,-.96147335,47.036613,.19522734,1.148972,158.46315,.042803194,,,,14.852673,6.6362152,6.7410049,6.8276672,,,-1.9571161,18.91046,.15101916,5.4772406,1.9974384
4866,0,-.67099267,47.322006,.19553109,1.0400976,158.61807,.050174117,,,,13.580173,6.9417686,7.9430618,7.9751434,,,-2.2996049,18.662041,.13460392,4.8661728,1.7639418
4866,1,-.96196002,47.046711,.19520493,1.1480453,158.47311,.042793859,,,,14.855742,6.6366825,6.7402191,6.8263168,,,-1.9571531,18.912165,.15102158,5.4779911,1.9976349
4867,0,-.67075783,47.336807,.19551784,1.0424342,158.63972,.050171722,,,,13.582085,6.9438076,7.9428635,7.9768219,,,-2.2993193,18.663908,.13460781,4.8664436,1.764195
4867,1,-.96244735,47.056797,.19518249,1.1471192,158.48305,.042784546,,,,14.858809,6.637146,6.7394409,6.8249664,,,-1.9571904,18.91387,.15102401,5.4787426,1.9978309
4868,0,-.67052358,47.351608,.19550456,1.0447731,158.66139,.050169308,,,,13.583992,6.9458466,7.9426727,7.9785004,,,-2.2990336,18.665773,.13461168,4.8667126,1.7644482
4868,1,-.96293533,47.066883,.19516002,1.1461936,158.49297,.042775255,,,,14.861872,6.6376095,6.7386703,6.8236237,,,-1.9572279,18.915573,.15102641,5.4794922,1.9980264
4869,0,-.67028993,47.366413,.19549122,1.0471144,158.68306,.050166879,,,,13.585901,6.9478817,7.9424744,7.9801788,,,-2.2987483,18.667639,.13461556,4.8669825,1.7647014
4869,1,-.96342397,47.076958,.19513753,1.1452688,158.50285,.042765986,,,,14.864933,6.6380692,6.7378922,6.8222809,,,-1.9572659,18.917278,.15102881,5.4802437,1.9982224
4870,0,-.67005688,47.381218,.19547786,1.0494577,158.70471,.050164431,,,,13.587807,6.9499168,7.9422684,7.9818497,,,-2.2984629,18.669504,.13461941,4.8672504,1.7649546
4870,1,-.96391326,47.087032,.19511501,1.1443444,158.51273,.042756736,,,,14.867994,6.6385269,6.7371216,6.8209381,,,-1.9573041,18.918983,.15103118,5.4809923,1.9984179
4871,0,-.66982448,47.396023,.19546445,1.0518034,158.72638,.050161965,,,,13.589708,6.9519501,7.9420624,7.9835281,,,-2.2981775,18.671371,.13462326,4.8675184,1.7652078
4871,1,-.96440321,47.097099,.19509248,1.1434208,158.52258,.042747509,,,,14.871052,6.6389828,6.736351,6.8195953,,,-1.9573426,18.920687,.15103355,5.4817419,1.9986129
4872,0,-.66959262,47.410831,.19545099,1.0541512,158.74805,.050159484,,,,13.591608,6.9539814,7.9418488,7.985199,,,-2.2978921,18.673239,.1346271,4.8677855,1.765461
4872,1,-.96489382,47.107159,.19506991,1.1424979,158.53241,.0427383,,,,14.874105,6.6394348,6.7355804,6.8182602,,,-1.9573815,18.922392,.15103592,5.4824934,1.9988079
4873,0,-.66936141,47.42564,.19543751,1.0565012,158.76971,.050156984,,,,13.593508,6.9560127,7.9416428,7.9868698,,,-2.2976072,18.675104,.13463093,4.8680525,1.7657137
4873,1,-.96538508,47.117214,.19504732,1.1415756,158.54224,.042729113,,,,14.877161,6.6398869,6.7348099,6.8169327,,,-1.9574206,18.924095,.15103826,5.483242,1.9990029
4874,0,-.66913074,47.440449,.19542398,1.0588534,158.79137,.05015447,,,,13.595407,6.9580402,7.9414215,7.988533,,,-2.297322,18.676971,.13463473,4.8683176,1.7659664
4874,1,-.965877,47.127262,.19502471,1.1406541,158.55202,.042719949,,,,14.880213,6.6403351,6.7340469,6.8155975,,,-1.95746,18.925798,.15104058,5.4839907,1.9991975
4875,0,-.66890073,47.455261,.1954104,1.0612077,158.81303,.050151937,,,,13.597301,6.9600677,7.9412003,7.9902039,,,-2.2970371,18.678839,.13463855,4.8685837,1.7662196
4875,1,-.96636957,47.137306,.19500206,1.1397332,158.5618,.042710803,,,,14.883263,6.6407833,6.733284,6.81427,,,-1.9574997,18.927504,.15104291,5.4847403,1.999392
4876,0,-.66867137,47.470074,.19539678,1.0635641,158.8347,.050149385,,,,13.599195,6.9620934,7.940979,7.9918671,,,-2.2967522,18.680706,.13464233,4.8688478,1.7664719
4876,1,-.9668628,47.147346,.1949794,1.138813,158.57155,.04270168,,,,14.886314,6.6412277,6.7325211,6.8129501,,,-1.9575398,18.929207,.15104522,5.4854889,1.9995866
4877,0,-.66844255,47.484886,.19538313,1.0659225,158.85637,.050146818,,,,13.601086,6.9641171,7.9407501,7.9935303,,,-2.2964675,18.682573,.1346461,4.8691111,1.7667246
4877,1,-.96735668,47.157379,.19495672,1.1378936,158.58128,.042692579,,,,14.889362,6.6416702,6.7317657,6.8116302,,,-1.9575802,18.93091,.15104751,5.4862375,1.9997807
4878,0,-.66821438,47.499702,.19536944,1.0682831,158.87802,.050144233,,,,13.602978,6.9661388,7.9405212,7.9951935,,,-2.2961829,18.684441,.13464987,4.8693743,1.7669768
4878,1,-.96785122,47.167404,.194934,1.1369749,158.591,.042683497,,,,14.892406,6.6421108,6.7310104,6.8103104,,,-1.9576209,18.932613,.15104979,5.4869852,1.9999747
4879,0,-.66798675,47.514519,.1953557,1.0706458,158.89969,.050141633,,,,13.604862,6.9681606,7.9402847,7.9968567,,,-2.2958984,18.686308,.13465363,4.8696365,1.7672296
4879,1,-.96834642,47.177425,.19491126,1.136057,158.60071,.042674437,,,,14.895449,6.6425476,6.7302551,6.8089905,,,-1.9576619,18.934315,.15105206,5.4877329,2.0001683
4880,0,-.66775978,47.529339,.19534193,1.0730104,158.92136,.050139014,,,,13.606749,6.9701805,7.9400482,7.9985123,,,-2.295614,18.688177,.13465737,4.8698988,1.7674818
4880,1,-.96884221,47.187443,.19488849,1.1351399,158.61038,.042665396,,,,14.898493,6.6429844,6.7294998,6.8076782,,,-1.9577031,18.936018,.15105431,5.4884806,2.0003619
4881,0,-.66753346,47.544155,.1953281,1.0753771,158.94301,.050136376,,,,13.608633,6.9721966,7.9398117,8.0001678,,,-2.2953296,18.690044,.13466111,4.8701601,1.7677341
4881,1,-.96933872,47.197453,.1948657,1.1342236,158.62003,.042656381,,,,14.901533,6.6434174,6.7287445,6.806366,,,-1.9577447,18.937721,.15105656,5.4892282,2.000555
4882,0,-.66730767,47.558979,.19531424,1.0777458,158.96468,.050133724,,,,13.610514,6.9742126,7.9395676,8.0018234,,,-2.2950454,18.691914,.13466483,4.8704214,1.7679863
4882,1,-.96983588,47.207458,.19484289,1.1333081,158.62967,.042647384,,,,14.904572,6.6438484,6.7279968,6.8050613,,,-1.9577866,18.939423,.15105879,5.4899759,2.0007486
4883,0,-.66708255,47.573799,.19530036,1.0801165,158.98633,.050131053,,,,13.612392,6.9762268,7.9393158,8.003479,,,-2.2947612,18.693781,.13466853,4.8706799,1.7682381
4883,1,-.9703337,47.217457,.19482005,1.1323934,158.63928,.042638406,,,,14.907606,6.6442776,6.7272491,6.8037567,,,-1.9578288,18.941124,.15106101,5.4907227,2.0009413
4884,0,-.66685802,47.588623,.19528642,1.082489,159.008,.050128363,,,,13.614273,6.9782391,7.939064,8.0051346,,,-2.2944772,18.69565,.13467224,4.8709412,1.7684903
4884,1,-.97083211,47.227448,.19479717,1.1314796,158.64888,.042629451,,,,14.910637,6.6447048,6.7265015,6.8024521,,,-1.9578712,18.942827,.15106322,5.4914694,2.0011344
4885,0,-.66663408,47.603447,.19527245,1.0848637,159.02965,.050125659,,,,13.61615,6.9802513,7.9388123,8.0067825,,,-2.294193,18.697519,.13467592,4.8711987,1.7687421
4885,1,-.97133124,47.237434,.19477428,1.1305666,158.65846,.042620517,,,,14.91367,6.6451302,6.7257614,6.8011551,,,-1.957914,18.944529,.15106541,5.4922152,2.001327
4886,0,-.6664108,47.618271,.19525842,1.0872401,159.05132,.050122932,,,,13.618023,6.9822598,7.9385529,8.0084305,,,-2.2939093,18.699389,.1346796,4.8714571,1.7689939
4886,1,-.97183096,47.247417,.19475137,1.1296549,158.66801,.042611606,,,,14.9167,6.6455517,6.7250137,6.7998581,,,-1.9579571,18.94623,.15106758,5.4929609,2.0015192
4887,0,-.66618806,47.633099,.19524436,1.0896186,159.07297,.05012019,,,,13.619894,6.9842682,7.9382935,8.0100784,,,-2.2936256,18.701256,.13468325,4.8717136,1.7692456
4887,1,-.9723314,47.257393,.19472843,1.1287441,158.67755,.042602714,,,,14.919731,6.6459732,6.7242737,6.7985687,,,-1.9580005,18.947931,.15106976,5.4937077,2.0017114
4888,0,-.66596597,47.647926,.19523026,1.0919988,159.09464,.050117433,,,,13.621765,6.9862747,7.9380264,8.0117188,,,-2.2933419,18.703127,.13468692,4.8719711,1.7694974
4888,1,-.97283244,47.267365,.19470547,1.1278342,158.68707,.042593844,,,,14.922756,6.6463909,6.7235413,6.7972794,,,-1.9580442,18.949633,.15107192,5.4944534,2.0019035
4889,0,-.66574448,47.662758,.19521613,1.0943809,159.11629,.050114654,,,,13.623634,6.9882793,7.9377594,8.0133667,,,-2.2930582,18.704996,.13469055,4.8722267,1.7697487
4889,1,-.97333419,47.277328,.19468248,1.1269252,158.69658,.042584997,,,,14.925781,6.6468067,6.7228012,6.79599,,,-1.9580883,18.951334,.15107407,5.4951992,2.0020952
4890,0,-.66552365,47.677586,.19520195,1.0967648,159.13794,.05011186,,,,13.625498,6.9902821,7.9374847,8.015007,,,-2.2927747,18.706865,.13469417,4.8724813,1.77
4890,1,-.97383654,47.287289,.19465947,1.1260172,158.70605,.042576168,,,,14.928804,6.6472206,6.7220688,6.7947083,,,-1.9581325,18.953033,.1510762,5.495944,2.0022869
4891,0,-.66530341,47.692417,.19518773,1.0991507,159.15961,.050109051,,,,13.627363,6.9922829,7.9372101,8.0166473,,,-2.2924914,18.708735,.13469779,4.872736,1.7702518
4891,1,-.97433954,47.297241,.19463643,1.1251101,158.71552,.042567361,,,,14.931828,6.6476326,6.7213364,6.7934265,,,-1.9581772,18.954735,.15107831,5.4966888,2.0024786
4892,0,-.66508377,47.707253,.19517347,1.1015382,159.18126,.05010622,,,,13.629227,6.9942837,7.9369354,8.01828,,,-2.292208,18.710606,.1347014,4.8729906,1.770503
4892,1,-.97484326,47.307186,.19461337,1.124204,158.72496,.042558573,,,,14.934847,6.6480408,6.7206039,6.7921448,,,-1.958222,18.956434,.15108041,5.4974327,2.0026698
4893,0,-.66486478,47.722084,.19515918,1.1039275,159.20291,.050103374,,,,13.631088,6.9962807,7.9366531,8.0199203,,,-2.2919247,18.712475,.13470499,4.8732433,1.7707539
4893,1,-.97534758,47.317131,.19459029,1.1232989,158.73438,.042549811,,,,14.937866,6.6484489,6.7198792,6.7908707,,,-1.9582673,18.958136,.15108252,5.4981785,2.002861
4894,0,-.66464639,47.736919,.19514485,1.1063185,159.22456,.050100509,,,,13.632948,6.9982777,7.9363708,8.021553,,,-2.2916417,18.714346,.13470858,4.873497,1.7710052
4894,1,-.97585255,47.327065,.19456717,1.1223947,158.74377,.042541064,,,,14.94088,6.6488533,6.7191467,6.7895966,,,-1.9583129,18.959835,.1510846,5.4989223,2.0030518
4895,0,-.66442859,47.751759,.19513047,1.1087114,159.24622,.050097629,,,,13.634802,7.0002728,7.9360809,8.0231857,,,-2.2913587,18.716215,.13471214,4.8737478,1.771256
4895,1,-.97635818,47.336994,.19454403,1.1214914,158.75316,.042532343,,,,14.943892,6.6492558,6.7184219,6.7883301,,,-1.9583586,18.961535,.15108667,5.4996662,2.0032425
4896,0,-.66421145,47.766594,.19511604,1.1111058,159.26787,.050094731,,,,13.636658,7.0022659,7.935791,8.0248108,,,-2.2910757,18.718086,.13471571,4.8739986,1.7715073
4896,1,-.9768644,47.34692,.19452088,1.1205893,158.76253,.042523641,,,,14.946905,6.6496563,6.7177048,6.7870636,,,-1.9584048,18.963234,.15108873,5.5004101,2.0034328
4897,0,-.66399491,47.781433,.19510159,1.1135019,159.28951,.050091814,,,,13.638512,7.0042572,7.9354935,8.0264435,,,-2.2907929,18.719957,.13471927,4.8742514,1.7717581
4897,1,-.97737134,47.356838,.19449769,1.1196882,158.77187,.042514957,,,,14.949915,6.6500549,6.71698,6.7857971,,,-1.9584513,18.964933,.15109077,5.5011539,2.003623
4898,0,-.66377896,47.796272,.19508711,1.1158998,159.31116,.050088879,,,,13.640362,7.0062485,7.9351959,8.0280685,,,-2.2905102,18.721828,.1347228,4.8745003,1.7720089
4898,1,-.97787893,47.366753,.19447449,1.118788,158.7812,.042506296,,,,14.952923,6.6504517,6.7162628,6.7845383,,,-1.958498,18.966633,.15109281,5.5018978,2.0038133
4899,0,-.66356373,47.811115,.19507256,1.1182992,159.33279,.050085928,,,,13.642214,7.0082359,7.9348907,8.0296936,,,-2.2902274,18.7237,.13472633,4.8747501,1.7722597
4899,1,-.97838712,47.376659,.19445124,1.1178889,158.79051,.042497657,,,,14.955931,6.6508446,6.7155457,6.7832794,,,-1.958545,18.968332,.15109482,5.5026398,2.0040035
4900,0,-.66334903,47.825954,.19505799,1.1207004,159.35445,.050082959,,,,13.64406,7.0102234,7.9345856,8.031311,,,-2.2899449,18.725571,.13472983,4.8749981,1.7725101
4900,1,-.97889602,47.386559,.194428,1.1169909,158.79979,.042489041,,,,14.958935,6.6512356,6.7148285,6.7820282,,,-1.9585923,18.97003,.15109684,5.5033827,2.0041928
4901,0,-.66313499,47.840797,.19504337,1.123103,159.37608,.050079972,,,,13.645905,7.012207,7.9342804,8.0329361,,,-2.2896624,18.727442,.13473335,4.875247,1.7727609
4901,1,-.97940552,47.396458,.19440471,1.116094,158.80905,.042480443,,,,14.961939,6.6516266,6.7141113,6.7807693,,,-1.95864,18.971729,.15109883,5.5041256,2.0043826
4902,0,-.66292155,47.855644,.19502872,1.1255072,159.39772,.050076969,,,,13.647751,7.0141907,7.9339676,8.0345535,,,-2.2893801,18.729315,.13473684,4.875494,1.7730112
4902,1,-.97991568,47.406345,.1943814,1.1151981,158.81831,.042471863,,,,14.964937,6.6520138,6.7134018,6.7795258,,,-1.9586879,18.973427,.15110083,5.5048685,2.0045719
4903,0,-.66270876,47.870487,.19501403,1.1279131,159.41937,.050073948,,,,13.649591,7.0161724,7.9336472,8.036171,,,-2.2890978,18.731186,.13474032,4.875741,1.7732615
4903,1,-.98042649,47.416229,.19435808,1.1143034,158.82753,.042463306,,,,14.967937,6.6523991,6.7126923,6.7782745,,,-1.9587362,18.975126,.1511028,5.5056105,2.0047612
4904,0,-.66249663,47.885334,.19499931,1.1303204,159.44101,.050070908,,,,13.651434,7.0181541,7.9333344,8.0377808,,,-2.2888157,18.733059,.13474378,4.8759871,1.7735119
4904,1,-.98093796,47.426109,.19433473,1.1134096,158.83675,.042454772,,,,14.970936,6.6527824,6.7119827,6.7770309,,,-1.9587847,18.976824,.15110476,5.5063534,2.0049505
4905,0,-.66228509,47.900181,.19498453,1.1327293,159.46263,.050067853,,,,13.653269,7.0201321,7.9330063,8.0393982,,,-2.2885334,18.73493,.13474724,4.8762321,1.7737622
4905,1,-.98145002,47.435982,.19431135,1.1125171,158.84593,.042446259,,,,14.97393,6.653162,6.7112808,6.775795,,,-1.9588336,18.978521,.1511067,5.5070934,2.0051389
4906,0,-.66207415,47.915031,.19496973,1.1351396,159.48427,.050064776,,,,13.655109,7.02211,7.9326859,8.041008,,,-2.2882514,18.736803,.13475069,4.8764782,1.7740121
4906,1,-.9819628,47.445847,.19428794,1.1116258,158.85512,.042437762,,,,14.976921,6.6535416,6.7105713,6.7745514,,,-1.9588827,18.980219,.15110864,5.5078354,2.0053277
4907,0,-.66186386,47.929882,.19495487,1.1375514,159.50591,.050061684,,,,13.656942,7.0240841,7.9323578,8.0426102,,,-2.2879696,18.738676,.13475412,4.8767214,1.7742624
4907,1,-.98247617,47.455708,.19426452,1.1107355,158.86426,.042429291,,,,14.979914,6.6539173,6.7098694,6.7733231,,,-1.9589322,18.981916,.15111056,5.5085764,2.0055161
4908,0,-.66165423,47.944729,.19493999,1.1399647,159.52753,.050058573,,,,13.658773,7.0260563,7.9320221,8.04422,,,-2.2876878,18.740549,.13475755,4.8769655,1.7745123
4908,1,-.98299026,47.465565,.19424108,1.1098465,158.8734,.042420838,,,,14.982904,6.6542912,6.7091675,6.7720871,,,-1.9589819,18.983614,.15111248,5.5093184,2.0057044
4909,0,-.6614452,47.959583,.19492507,1.1423794,159.54916,.050055448,,,,13.660608,7.0280304,7.9316864,8.0458221,,,-2.287406,18.742422,.13476096,4.8772087,1.7747622
4909,1,-.98350495,47.475414,.19421759,1.1089585,158.88251,.042412408,,,,14.985891,6.6546631,6.7084732,6.7708588,,,-1.9590319,18.985312,.15111437,5.5100584,2.0058928
4910,0,-.66123682,47.974434,.19491009,1.1447955,159.57079,.050052304,,,,13.662434,7.0299988,7.9313507,8.0474243,,,-2.2871244,18.744295,.13476436,4.87745,1.775012
4910,1,-.98402029,47.485256,.19419411,1.1080718,158.8916,.042403996,,,,14.988882,6.6550331,6.7077713,6.7696304,,,-1.9590822,18.987007,.15111627,5.5107994,2.0060806
4911,0,-.66102904,47.989288,.19489509,1.1472131,159.59241,.050049141,,,,13.664261,7.0319672,7.9310074,8.0490265,,,-2.2868428,18.746168,.13476776,4.8776922,1.7752614
4911,1,-.98453623,47.495094,.19417058,1.1071862,158.90068,.042395607,,,,14.991863,6.6554012,6.707077,6.7684097,,,-1.9591329,18.988705,.15111814,5.5115395,2.006268
4912,0,-.66082191,48.004143,.19488005,1.149632,159.61403,.05004596,,,,13.666088,7.0339355,7.9306641,8.050621,,,-2.2865613,18.748041,.13477112,4.8779325,1.7755113
4912,1,-.98505288,47.504925,.19414704,1.1063019,158.90974,.042387236,,,,14.994844,6.6557674,6.7063828,6.767189,,,-1.9591839,18.9904,.15112001,5.5122795,2.0064559
4913,0,-.66061538,48.018997,.19486497,1.1520522,159.63565,.05004276,,,,13.667912,7.0359001,7.9303131,8.0522156,,,-2.2862799,18.749914,.13477449,4.8781729,1.7757607
4913,1,-.98557013,47.514751,.19412348,1.1054188,158.91878,.042378888,,,,14.997828,6.6561298,6.7056961,6.7659683,,,-1.9592352,18.992096,.15112185,5.5130196,2.0066428
4914,0,-.66040951,48.033855,.19484985,1.1544738,159.65726,.050039545,,,,13.669733,7.0378628,7.9299622,8.0538101,,,-2.2859986,18.751789,.13477786,4.8784132,1.77601
4914,1,-.9860881,47.524574,.19409989,1.104537,158.92781,.042370558,,,,15.000809,6.6564922,6.7050018,6.7647552,,,-1.9592867,18.993793,.15112369,5.5137587,2.0068302
4915,0,-.66020429,48.048714,.19483469,1.1568966,159.67888,.050036311,,,,13.671555,7.0398254,7.9296112,8.055397,,,-2.2857175,18.753662,.1347812,4.8786516,1.7762594
4915,1,-.98660666,47.534386,.19407627,1.1036564,158.93681,.04236225,,,,15.003784,6.6568508,6.7043152,6.7635498,,,-1.9593385,18.995489,.15112552,5.5144987,2.0070171
4916,0,-.65999967,48.063572,.1948195,1.1593208,159.70049,.050033059,,,,13.673372,7.0417862,7.9292526,8.0569839,,,-2.2854364,18.755537,.13478453,4.878891,1.7765088
4916,1,-.98712587,47.544197,.19405264,1.1027772,158.94579,.042353965,,,,15.00676,6.6572075,6.7036285,6.7623367,,,-1.9593908,18.997185,.15112734,5.5152378,2.0072041
4917,0,-.65979576,48.07843,.19480427,1.1617463,159.72209,.050029792,,,,13.67519,7.043745,7.9288864,8.0585709,,,-2.2851553,18.75741,.13478786,4.8791285,1.7767577
4917,1,-.98764569,47.553997,.19402897,1.1018996,158.95476,.042345699,,,,15.009733,6.6575623,6.7029495,6.7611313,,,-1.9594432,18.998878,.15112914,5.515976,2.00739
4918,0,-.65959245,48.093292,.19478899,1.1641729,159.7437,.050026502,,,,13.677006,7.045702,7.9285202,8.0601578,,,-2.2848744,18.759285,.13479117,4.879365,1.7770071
4918,1,-.98816621,47.563797,.19400528,1.1010232,158.9637,.042337455,,,,15.012703,6.6579151,6.7022629,6.7599335,,,-1.9594959,19.000574,.15113093,5.516715,2.0075765
4919,0,-.65938973,48.108154,.19477367,1.1666008,159.7653,.050023198,,,,13.678818,7.047657,7.928154,8.0617371,,,-2.2845936,18.76116,.13479446,4.8796015,1.777256
4919,1,-.98868734,47.573586,.19398157,1.1001481,158.97263,.042329233,,,,15.015675,6.6582642,6.7015839,6.758728,,,-1.959549,19.00227,.1511327,5.5174532,2.0077629
4920,0,-.65918767,48.123016,.19475833,1.16903,159.7869,.050019875,,,,13.68063,7.0496101,7.9277878,8.0633163,,,-2.2843127,18.763035,.13479775,4.879837,1.7775049
4920,1,-.98920918,47.58337,.19395785,1.0992744,158.98154,.04232103,,,,15.018641,6.6586132,6.7009048,6.7575378,,,-1.9596024,19.003963,.15113448,5.5181913,2.0079489
4921,0,-.65898627,48.137878,.19474293,1.1714603,159.80849,.050016534,,,,13.682438,7.0515614,7.9274063,8.0648956,,,-2.2840321,18.76491,.13480103,4.8800726,1.7777538
4921,1,-.98973161,47.593151,.19393408,1.0984019,158.99042,.042312849,,,,15.021608,6.6589584,6.7002258,6.75634,,,-1.959656,19.005659,.15113623,5.5189304,2.0081348
4922,0,-.65878552,48.152744,.19472751,1.1738918,159.83009,.050013173,,,,13.684248,7.0535107,7.9270325,8.0664673,,,-2.2837515,18.766785,.13480429,4.8803062,1.7780027
4922,1,-.99025464,47.602924,.19391032,1.0975308,158.99928,.042304687,,,,15.024572,6.6593018,6.6995544,6.7551498,,,-1.9597099,19.007353,.15113798,5.5196676,2.0083203
4923,0,-.65858543,48.16761,.19471204,1.1763244,159.85168,.050009798,,,,13.686054,7.05546,7.926651,8.0680389,,,-2.2834709,18.76866,.13480754,4.8805399,1.7782512
4923,1,-.99077839,47.612694,.1938865,1.0966611,159.00815,.042296544,,,,15.027534,6.6596432,6.6988831,6.7539673,,,-1.9597641,19.009047,.15113971,5.5204048,2.0085058
4924,0,-.65838593,48.182476,.19469655,1.178758,159.87326,.050006401,,,,13.68786,7.0574074,7.9262619,8.0696106,,,-2.2831905,18.770536,.13481079,4.8807735,1.7785001
4924,1,-.99130273,47.622456,.19386269,1.0957927,159.01697,.042288423,,,,15.030497,6.6599827,6.6982117,6.7527771,,,-1.9598187,19.01074,.15114142,5.521142,2.0086908
4925,0,-.65818703,48.197342,.194681,1.1811929,159.89485,.050002988,,,,13.689659,7.059351,7.9258804,8.0711746,,,-2.2829103,18.772411,.13481402,4.8810062,1.7787485
4925,1,-.99182773,47.63221,.19383883,1.0949255,159.02579,.042280324,,,,15.033455,6.6603203,6.6975403,6.7516022,,,-1.9598736,19.012434,.15114313,5.5218792,2.0088758
4926,0,-.65798885,48.212208,.19466542,1.1836287,159.91643,.049999561,,,,13.691462,7.0612946,7.9254837,8.0727386,,,-2.28263,18.774288,.13481724,4.881238,1.7789969
4926,1,-.99235338,47.64196,.19381496,1.0940598,159.03459,.042272244,,,,15.036411,6.660656,6.6968765,6.7504196,,,-1.9599288,19.014128,.15114482,5.5226154,2.0090609
4927,0,-.65779126,48.227077,.1946498,1.1860657,159.938,.049996112,,,,13.693258,7.0632362,7.9250946,8.0743027,,,-2.2823498,18.776163,.13482045,4.8814688,1.7792454
4927,1,-.99287969,47.651703,.19379108,1.0931956,159.04337,.042264186,,,,15.039368,6.6609879,6.6962051,6.7492447,,,-1.9599842,19.015821,.1511465,5.5233526,2.0092454
4928,0,-.65759432,48.241947,.19463415,1.1885036,159.95958,.049992647,,,,13.695059,7.065176,7.9246979,8.0758591,,,-2.2820697,18.77804,.13482365,4.8816996,1.7794938
4928,1,-.99340659,47.661442,.19376716,1.0923326,159.05212,.042256147,,,,15.042318,6.6613197,6.6955414,6.7480698,,,-1.9600399,19.017513,.15114817,5.5240879,2.0094299
4929,0,-.65739805,48.256817,.19461845,1.1909425,159.98116,.049989164,,,,13.696852,7.0671139,7.9242935,8.0774155,,,-2.2817898,18.779917,.13482684,4.8819294,1.7797418
4929,1,-.99393415,47.671173,.19374321,1.0914711,159.06087,.042248126,,,,15.045269,6.6616478,6.6948776,6.7469025,,,-1.9600959,19.019207,.15114984,5.5248251,2.0096145
